,RMSE_train,test_ARI,loglike,RMSE_test,train_ARI,RMSE_train_std,test_ARI_std,loglike_std,RMSE_test_std,train_ARI_std,method,missing_rate
62,0.2908810780545173,0.43998107969952727,-16.038451089938427,0.2906252545104453,0.44565027220603765,0.0028638659326320312,0.2504949183487735,0.2486064436074677,0.0035781481876226563,0.25708494989476055,EM,0.5
63,0.31338284278789724,0.4814177255801484,-35.64193166565165,0.298409761054955,0.49397455474416285,5.551115123125783e-17,0.19334422667983203,0.1794430081625955,0.0051362331800130535,0.18931598746588163,EM+mean,0.5
64,0.3133828427878973,0.5961958884710937,0.029994663602065423,0.4426270101014021,0.60203509442114,0.0,0.0,0.0,0.0,0.0,Gibbs+mean,0.5
65,0.31338284278789724,0.4573255210766491,-35.60256865128299,0.2967475823424455,0.4631110435817856,5.551115123125783e-17,0.19523162637993088,0.008611561618848226,0.0008519999226848909,0.20026487848035754,VBEM+mean,0.5
66,0.37372057957610993,0.210554865100894,-22.939300735400842,0.3154071453444316,0.20798163976365514,0.0,0.24272127688102418,0.1993903410429673,0.0023231902838644256,0.24975740840676589,EM+median,0.5
67,0.37372057957610993,0.5961938996764168,0.005866536254776416,0.41197931714629565,0.6044254730085687,0.0,0.0,0.0,0.0,0.0,Gibbs+median,0.5
68,0.37372057957610993,0.22502279986788593,-22.998593856171095,0.3156095878078512,0.2302367669898992,0.0,0.23948259674847955,0.2154927898369508,0.002475985994882245,0.24118466634112454,VBEM+median,0.5
69,0.37372057957610993,0.46303130855147767,-22.745997975312886,0.3132650087984643,0.471930718055222,0.0,0.1912441359011363,0.12780968980280938,0.0011881400127873932,0.19930365121272733,EM+mode,0.5
70,0.37372057957610993,0.5961942397530856,0.005872429161540463,0.4096452109879583,0.6039469914316574,0.0,0.0,0.0,0.0,0.0,Gibbs+mode,0.5
71,0.37372057957610993,0.4790312227201654,-22.78966925294312,0.31341929253229694,0.49053290717663567,0.0,0.1950957989404196,0.17617044465620996,0.0016414167874753837,0.18972762417187836,VBEM+mode,0.5
