,Unnamed: 0,train_ARI,loglike,test_ARI,train_ARI_std,loglike_std,test_ARI_std,method,missing_rate,RMSE_test,RMSE_train,RMSE_test_std,RMSE_train_std
90,90,0.8183854931956783,-30.403734572866124,0.7761692218556567,0.0200000000000013,6.058533129323167e-06,0.01,EM+median,0.6,0.5725651028555581,0.5689030127185781,1.1102230246251563e-16,1.1102230246251563e-16
91,91,0.8363854931956783,-30.40224459685021,0.7858713371288524,1.1102230246251563e-16,8.245450434702207e-06,0.01,EM+mode,0.6,0.5725651028555581,0.5689030127185781,1.1102230246251563e-16,1.1102230246251563e-16
92,92,0.8753856420087279,-21.14235374958001,0.8047738968675997,0.0,0.0,0.0,Gibbs,0.7,0.3708256588580562,0.3641907524183745,0.0,0.0
93,93,0.8815471554891537,-20.839732964871093,0.904659788381089,0.1260360475147875,0.572477973093614,0.0878309552330346,VBEM,0.7,0.3505505468835216,0.3457607764801849,0.0193087688004566,0.0214104578705655
94,94,0.921458570535503,-21.290470037624225,0.847130417755368,1.1102230246251563e-16,2.384532444332699e-05,1.1102230246251563e-16,EM,0.7,0.3905074136273191,0.3902099343963742,4.333498150894772e-06,2.7095882782683984e-06
95,95,0.5070834902206881,-34.11677734432528,0.3867573849848558,0.0563302412234624,0.000107999582495,0.01,EM+mean,0.7,0.6211879778500085,0.5958788233142159,0.0,0.0
96,96,0.5634261002452089,-34.675205975527135,0.4641088619818269,0.0348543367570173,8.653526143287476e-05,0.05,EM+median,0.7,0.5800074489729303,0.5675036412516342,0.0,0.0
97,97,0.5638595614514234,-34.53426282501956,0.3867573849848558,0.0137980348085372,7.286002503830066e-05,0.04,EM+mode,0.7,0.5800074489729303,0.5675036412516342,0.0,0.0
98,98,0.796565498944814,-21.62254520967323,0.7774047983925109,0.0,0.0,0.0,Gibbs,0.8,0.3819064416542129,0.3740909194403242,0.0,0.0
99,99,0.8829292918113854,-21.034592486972493,0.8372626582767415,0.1457226290578884,0.3478490829775879,0.1332193811236321,VBEM,0.8,0.3594029203608978,0.3510524809523079,0.0211946589800545,0.0225649523725293
100,100,0.6538690653459316,-31.348983624203004,0.3680296255755149,0.0841378439509204,8.218874269069095e-05,0.1036620668323579,EM,0.8,0.4361679238693605,0.4519880572067956,4.283368182631234e-05,2.864108903696945e-05
101,101,0.247090283289228,-41.29312549728402,0.1819210750191398,0.0682121940709984,0.000971666202478,0.0330145310636906,EM+mean,0.8,0.618820083987595,0.5981368941421098,0.0,0.0
102,102,0.2471086835595983,-40.17113840582561,0.1805087469288028,0.0237615345617388,0.0008161867300505,0.0270690575340593,EM+median,0.8,0.5777965303338889,0.5696541848972474,0.0,0.0
103,103,0.2497216288132314,-40.65599994072559,0.1463361067346945,0.0649703448530848,0.000785414240449,0.0298987468320242,EM+mode,0.8,0.5777965303338889,0.5696541848972474,0.0,0.0
104,104,0.527570509524865,-22.98252759013979,0.523649368437072,0.0,0.0,0.0,Gibbs,0.9,0.4258173876974994,0.4129296288484937,0.0,0.0
105,105,0.6047359767741094,-21.777109330251704,0.6411786577489699,0.0726125829375683,0.1205986439083615,0.0744622104927221,VBEM,0.9,0.3930994451366336,0.3940411928681803,0.0153914253847833,0.0143631456764861
106,106,0.0,-32.847798375486136,0.16,0.0,2.6323495991476364e-05,0.0,EM,0.9,0.5069303243858894,0.4811986563641337,6.785516079823507e-05,6.9812227640571e-05
107,107,0.0973661488611418,-50.1231,0.1202992588940005,0.0436817392606331,0.0395274795086401,0.0603238435778589,EM+mean,0.9,0.6420225326040738,0.6040166780828414,0.0,0.0
108,108,0.0897692779020016,,0.0950115795082944,0.0496291251990901,0.0598201078150899,0.0713108714276064,EM+median,0.9,0.5994608147563715,0.5752539791265157,0.0,0.0
109,109,0.041225445867888,,0.1207184590364379,0.0156234837469007,0.0104418220550786,0.0546688342641191,EM+mode,0.9,0.5994608147563715,0.5752539791265157,0.0,0.0
