,RMSE_test,train_ARI,test_ARI,loglike,RMSE_train,RMSE_test_std,train_ARI_std,test_ARI_std,loglike_std,RMSE_train_std,method,missing_rate
29,0.9629834944821364,0.6742177426974384,0.7204736355014716,-21.621252903113962,0.9521304568127174,0.0,0.0195300987258503,0.0215538637288337,0.0904417545712699,1.7985612998927535e-16,EM+mode,0.4
30,0.2325328324167605,0.6642587978497629,0.6428015564202335,-2.4124910255055143,0.1800863154722123,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
31,0.1684699457874395,0.7897282270523226,0.8539534716651046,22.900747233263665,0.1533224141186583,0.004134642606736918,0.09413087016820304,0.09559782021800015,0.2000165401079377,0.01057887980342568,VBEM,0.5
32,0.2010060828232192,0.6155821422568906,0.6877875812780831,-40.80251589773134,0.19589413916840384,0.0110441195477012,0.0638232776200147,0.075231246095589,0.1613108882137891,0.016027376625089122,EM,0.5
33,0.4278156082920754,0.5573804841731154,0.569439736978584,-19.435008427713633,0.3321053000764962,0.012268513042546926,0.0971939861878795,0.0749925840023572,0.3738202979004855,0.01860097820297507,EM+mean,0.5
34,0.4768692510539313,0.7383279769859169,0.6961819301297625,-11.571286827380462,0.4609226086099118,4.4964032497318837e-17,0.1337037599814967,0.0982593058875107,0.5340006506991719,0.0,EM+median,0.5
35,0.9117514616123082,0.7009841482608852,0.6508021927570492,-26.334495131742166,0.9646835046729916,0.0,0.0947469096862668,0.078227034489472,0.2729628216556852,1.7985612998927535e-16,EM+mode,0.5
36,0.26540419143045213,0.6117216235300648,0.5817027211231902,-2.4679562863617974,0.18512834262375025,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
37,0.1732115020450473,0.76260967388161,0.7691963857304285,22.598344191468072,0.1734271975738473,0.012463469890397493,0.09067249245718201,0.0805313254593311,0.1390557240726449,0.004457646863236258,VBEM,0.6
38,0.2223725751790182,0.5995032971830768,0.5915280858152412,-78.49915577891014,0.22130205291886476,0.0211162893380888,0.0857587378536841,0.0872001527057295,0.1785960713070422,0.015124684584160577,EM,0.6
39,0.4953974574688225,0.4144564999963285,0.4686517885789849,-56.26022301448283,0.46665178168884325,0.007411260235718818,0.0854714828264679,0.0659613436663724,0.5259985765631389,0.015290605777436017,EM+mean,0.6
40,0.4955899599113916,0.6311812203324292,0.5457082704992855,-17.41939218420134,0.4903307893742025,8.992806499463766e-17,0.0973078487840494,0.1097004760418535,0.5863721200727655,0.0,EM+median,0.6
41,0.9671980938610736,0.4881832060706859,0.5018611495251222,-33.75742003311878,1.006842023426071,0.0,0.1068055962578102,0.0798157876844636,0.5396896672501232,1.7985612998927535e-16,EM+mode,0.6
42,0.3408282824526766,0.5466370711054234,0.4729940045887197,-3.8714494080813866,0.26186898521682805,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
43,0.2134543981735374,0.7075558120802256,0.6654373570881178,22.62399065106804,0.2031759383426718,0.013515825479766248,0.0654036860765277,0.06296070631452717,0.1485950564108129,0.008398373450868126,VBEM,0.7
44,0.2493013460852982,0.4941016960995004,0.5563024076814459,-109.93043277653388,0.25482188556337626,0.008331998946394,0.0674138336558658,0.0768444174455835,0.1390046127936982,0.015854520792491597,EM,0.7
45,0.5061487063521898,0.1892712931098455,0.2299029955313888,-255.8242762020849,0.5184857035604129,0.0027071146759453206,0.0422104089634019,0.0453826309330254,0.99772990913437,0.01378082286737445,EM+mean,0.7
46,0.4704943900735425,0.4122712150460945,0.43768548290304,-28.383119282109863,0.4922435659364128,8.992806499463766e-17,0.0540535583526674,0.0467577236279871,0.4831784772571003,0.0,EM+median,0.7
47,0.920089734744982,0.1886048660419878,0.2744307919561491,-47.3681968595881,1.0012541507792805,0.0,0.0455519600250579,0.0551991614027106,0.6693337358026094,1.7985612998927535e-16,EM+mode,0.7
48,0.3747872367357775,0.33906766261652355,0.36446060246737055,-6.3009422221733224,0.36307017031377553,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
49,0.2792536845468782,0.5614766820499779,0.4860223930902511,22.34479557012226,0.2710225934369825,0.012361253438772283,0.09826082741036307,0.03311697446177162,0.1441038805279682,0.01318719459668662,VBEM,0.8
50,0.3141150292320742,0.35849474317090846,0.3695407371904408,-128.25212992956614,0.3192463115507596,0.0176606526854842,0.0585499414783059,0.0820670104535018,0.1606070646635342,0.00872793745738805,EM,0.8
51,0.5762990865940667,0.0311883087508023,0.0398984053342215,-2438.3589709761814,0.5810041716763491,0.014128737366099218,0.0127513505090928,0.0339373919504896,1.2838963263149918,0.019818617899277472,EM+mean,0.8
52,0.5215608266760728,0.1554472097537375,0.1104265707370723,-83.91213504616807,0.5233084125801014,8.992806499463766e-17,0.0259815823223904,0.0531687910098857,0.9806962867847224,4.4964032497318837e-17,EM+median,0.8
53,0.9732243751084232,0.0300199782428324,0.0425340548333607,-93.27217110586561,1.0231412726277027,0.0,0.013658717947086,0.0289432300488534,0.5963280528824313,8.992806499463766e-17,EM+mode,0.8
54,0.5373325471333424,0.024667973190003224,0.12384608725351837,-28.496934810508503,0.5886733510243913,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
55,0.4245884995092637,0.1925131257703319,0.207702883999358,15.256395588807361,0.4151833910617952,0.02205454050654128,0.09398802446899487,0.033934935919182924,0.0798557129472052,0.0101054357002763,VBEM,0.9
56,0.5262425102134038,0.1405181020279044,0.1161418498549521,-194.0898209931444,0.5083563278229527,0.01429732229980284,0.0242728186151454,0.0317994433276808,0.066238467430521,0.01778685457009635,EM,0.9
57,0.6297832811139331,0.003510460935999,0.0004369546114403,-14237.841803984735,0.6603560330496413,0.01452361716150972,0.0022406389755048,0.0011797774508888,1.6828842644054438,0.014687298621990679,EM+mean,0.9
58,0.5584346578399456,0.0178790057576025,0.0099687797618378,-335117.92647381074,0.5390198721641966,8.992806499463766e-17,0.0061290907316904,0.008772676630469,1.3655838608717406,4.4964032497318837e-17,EM+median,0.9
59,0.957440690310226,0.006403465979793,0.000494465095896,-529.2202395723722,1.0315677404737311,0.0,0.004217193811328,0.0009310201846927,1.97060461655237,0.0,EM+mode,0.9
60,,0.7186125348582577,0.7166070570447937,-10.0,,,0.0,0.0,0.0,,KMeans+CC,0.0
61,,1.0,1.0,-10.0,,,0.0,0.0,0.0,,KMeans+mean,0.0
62,,1.0,1.0,-10.0,,,0.0,0.0,0.0,,KMeans+mode,0.0
63,,1.0,1.0,-10.0,,,0.0,0.0,0.0,,KMeans+median,0.0
64,0.0,0.5111457701845509,0.5516764335793335,-0.23929905743736057,0.0,0.0,0.0457473325572702,0.0464040655413333,0.1504757201377167,0.0,EM+CC,0.0
65,,0.012006514805352699,-0.0048625916979823,-10.0,,,0.0,8.673617379884035e-19,0.0,,KMeans+CC,0.1
66,,0.7694233610312368,0.7750600326253255,-10.0,,,0.0,0.0,0.0,,KMeans+mean,0.1
67,,0.981482259474124,1.0,-10.0,,,0.0,0.0,0.0,,KMeans+mode,0.1
68,,0.7694233610312368,0.7750600326253255,-10.0,,,0.0,0.0,0.0,,KMeans+median,0.1
69,0.7753869782301573,0.028258452901091486,-0.00038004123363990366,-237.71943658510708,0.6600972788513871,0.04789493297279127,0.020026305470391692,0.021868830733506015,0.0416762148234429,0.04365472553986387,EM+CC,0.1
70,,-0.0001914102247498,0.0009727338004475,-10.0,,,0.0007970101246663,0.0040878509015798,0.0,,KMeans+CC,0.2
71,,0.991643368187932,0.9916244152497272,-10.0,,,0.0,2.220446049250313e-16,0.0,,KMeans+mean,0.2
72,,0.7443106873649683,0.7768272377562153,-10.0,,,0.0,1.1102230246251563e-16,0.0,,KMeans+mode,0.2
73,,0.991643368187932,0.9916244152497272,-10.0,,,0.0,2.220446049250313e-16,0.0,,KMeans+median,0.2
74,0.8656180587421611,-1.1803520459227591e-06,-0.0017278117354180295,-19.900768873790906,0.7697034724553029,0.01329165790492215,6.256091695301116e-07,0.0003713178660052563,0.0026228026621657,0.01764894708536496,EM+CC,0.2
75,,-0.0009948874752599,-0.0010944754854543,-10.0,,,0.0007511637764065,0.003644149575891,0.0,,KMeans+CC,0.3
76,,0.704703064507491,0.6994673776403417,-10.0,,,1.1102230246251563e-16,1.1102230246251563e-16,0.0,,KMeans+mean,0.3
