,Unnamed: 0,train_ARI,loglike,RMSE_test,RMSE_train,test_ARI,train_ARI_std,loglike_std,RMSE_test_std,RMSE_train_std,test_ARI_std,method,missing_rate
28,28,0.2665480610977891,-5.103380854039023,1.0658363075525463,1.0044830012408696,0.1782297587703722,0.0877189913699766,0.1410405424410783,2.220446049250313e-16,2.220446049250313e-16,0.0806903188461811,EM+median,0.4
29,29,0.2384081430329336,-5.294035534012872,1.453721640484222,1.104360039164716,0.133238784409912,0.092339600946163,0.1878847302114993,0.0,0.0,0.0690074565424115,EM+mode,0.4
30,30,0.4888568055027625,-3.7538621867026696,1.4327774865914205,1.48862332090207,0.4863380876571688,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
31,31,0.4777749760475249,0.1065319922484793,0.7424989320715432,0.6827542111958529,0.4552885483914958,0.0556949134192576,0.0070341125031904,0.0082174507645791,0.0052032377022923,0.0949891728167553,VBEM,0.5
32,32,0.4509478396975856,-4.596623484813714,0.7922671306849443,0.7132633986550566,0.3990697519776329,0.0585079605901773,0.0218527645095662,0.0202852335950089,0.0123959477380968,0.0987760708526142,EM,0.5
33,33,0.021781457679168,-6.186578292204024,1.0807521791098285,1.0044498390848131,0.15,0.01346108705162,0.0233805335711326,0.0,0.0,0.0,EM+mean,0.5
34,34,0.049771564714369,-6.162622696791122,1.1207752967556777,1.0277955938222674,0.1,0.0338769738893503,0.0701145132308691,2.220446049250313e-16,0.0,0.0,EM+median,0.5
35,35,0.0881951390563851,-6.307043913961814,1.458654569892684,1.2308170928761637,0.0293771499246318,0.0468096374147028,0.1182066795351981,0.0,0.0,0.0066862069525985,EM+mode,0.5
36,36,0.4285225123015451,-3.9035122762673633,1.61101517414022,1.5590951466248897,0.4721298967278179,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
37,37,0.4355994751451564,-0.0191307006995817,0.7169261956543759,0.7449683873683791,0.4104762272219414,0.0578797378970051,0.0443002494284339,0.0130488283890772,0.0111574274084567,0.0746826321895132,VBEM,0.6
38,38,0.4130885590238197,-4.267093348787922,0.756226084779059,0.7708294350644029,0.4403658933051431,0.076214877533368,0.0261707338305153,0.0079939696889028,0.0153822682984677,0.0768895754131343,EM,0.6
39,39,0.01642531978639,-6.795559200611831,0.9610441082307558,0.9933193460525416,0.1,0.005788790639035,4.0,0.0,0.0,0.0,EM+mean,0.6
40,40,0.0276688216289212,-6.613378559387272,1.013855055491367,1.022403264243549,0.05,0.0177647709563659,0.0493056858560657,0.0,0.0,0.0,EM+median,0.6
41,41,0.0778220237003247,-7.00355425215781,1.1738817191568764,1.3920106113054571,0.0,0.044211622393435,0.0923926317060485,2.220446049250313e-16,0.0,0.0,EM+mode,0.6
42,42,0.3618565890057218,-3.982605024728468,1.5633538268909393,1.4338492324140557,0.3550555964900529,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
43,43,0.3393223172463854,-0.2563366219136864,0.9022816433324412,0.8221206401304512,0.3754981450250416,0.0304756282678227,0.0181558371451008,0.0078831851929788,0.0062859637589718,0.0536828740639694,VBEM,0.7
44,44,0.1115580131968128,-7.635609336486612,0.9330864665705296,0.8665326173338652,0.1231706360283368,0.0906992207671931,0.025827274297658,0.0136102014056125,0.0127764915849592,0.1134092342515207,EM,0.7
45,45,-0.0060562684955946,-15.0,1.1219022771574456,1.0301862014028689,0.05,0.008812140077759,6.0,0.0,2.220446049250313e-16,0.0,EM+mean,0.7
46,46,0.0034137907802886,-9.016002785360945,1.1169139136378037,1.043043575767486,0.0499999999999999,0.0039966360249501,0.1075909084770532,0.0,0.0,0.0,EM+median,0.7
47,47,0.0430356801258039,-7.543294770079346,1.3898472087197316,1.2027838677032052,0.0087572815012252,0.0281928886010692,0.1828859758271787,2.220446049250313e-16,0.0,0.0262718445036756,EM+mode,0.7
48,48,0.142275607526826,-4.725374006167617,1.2896957326632077,1.5076801764672445,0.1120604653690577,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
49,49,0.1405169413832122,-1.3063637536893826,0.9219135386751194,0.9457915694672292,0.1162666217911478,0.0337695523089449,0.0133152762419332,0.0125227639603334,0.0116154535339335,0.0190828081273871,VBEM,0.8
50,50,-0.0004587062432883,-7.8253344038061075,0.958465048900486,0.9471957721176304,-0.0208202657955128,0.0089417456218473,0.0587520103483423,0.0611454335329321,0.0115076977566129,0.012834327971039,EM,0.8
51,51,0.0001019500141031,-25.0,1.0334112958940602,1.0047333208935971,0.0,0.0015556247244393,3.0,0.0,0.0,0.0,EM+mean,0.8
52,52,0.0068078454280299,-8.628677319376475,1.1107187246494308,1.0340576082065849,-0.0017965812040317,0.0094345577196509,0.8536117525497934,0.0,0.0,0.0037300032056035,EM+median,0.8
53,53,0.0091815649135828,-99.04964045069556,1.764948163094165,1.5109873712860948,-0.0004463773704885,0.0139148047190299,0.6700017413135063,0.0,2.220446049250313e-16,0.0013135674169514,EM+mode,0.8
54,54,0.0134522552217618,-6.23303046412499,1.4198065132209334,1.4916674241715655,-0.0155753105520455,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
55,55,0.0204170692466254,-2.991959856739988,1.1056914949519885,0.9970830372749534,-0.011131427734265,0.0091799647257662,0.0134993710439586,0.0170182444850298,0.0133423470844269,0.0092557644079429,VBEM,0.9
56,56,0.0066069291213626,-16.440140646131763,1.0882136910103053,1.001156711283215,-0.0144159234588641,0.0054890133403095,0.1062864829330922,0.0235621421522549,0.014601106541245,0.0121084495184735,EM,0.9
57,57,0.0062170139140038,-50.0,1.1177009309930268,1.0110154623272831,0.0,0.0073210840008883,5.0,2.220446049250313e-16,2.220446049250313e-16,0.0,EM+mean,0.9
58,58,0.0011448555439387,-14.634950487489103,1.2343263308310684,1.0226751714856115,0.0,0.0011448555439387,0.2006658517900361,0.0,0.0,0.0,EM+median,0.9
59,59,0.0051693447073526,-474.8486686277758,1.622228125186404,1.282492183810812,0.0,0.0048350839914744,0.4130121681935408,0.0,2.220446049250313e-16,0.0,EM+mode,0.9
60,60,0.5119909755060983,0.0,,,0.5004518400797731,0.0,0.0,,,1.1102230246251563e-16,KMeans+CC,0.0
61,61,0.724985312284981,0.0,,,0.6823467567223143,0.0,0.0,,,0.0,KMeans+mean,0.0
62,62,0.724985312284981,0.0,,,0.6823467567223143,0.0,0.0,,,0.0,KMeans+mode,0.0
63,63,0.724985312284981,0.0,,,0.6823467567223143,0.0,0.0,,,0.0,KMeans+median,0.0
64,64,0.7941832588172099,-3.367512782836845,0.0,0.0,0.7796245614658405,0.1013772197443479,0.0516603177497623,0.0,0.0,0.1206485857624101,EM+CC,0.0
65,65,0.3327914903968074,0.0,,,0.2904812407565968,0.0,0.0,,,5.551115123125783e-17,KMeans+CC,0.1
66,66,0.7103583817820647,0.0,,,0.7044784714252008,1.1102230246251563e-16,0.0,,,0.0,KMeans+mean,0.1
67,67,0.7413103204122702,0.0,,,0.6159491810413511,0.0,0.0,,,0.0,KMeans+mode,0.1
68,68,0.7103583817820647,0.0,,,0.7044784714252008,1.1102230246251563e-16,0.0,,,0.0,KMeans+median,0.1
69,69,0.3316220137076042,-3.424609123768034,0.3864898249807534,0.515534808057728,0.7825235132075842,0.0962441623766383,0.1200480750141634,0.0123777619142286,0.0240371096742203,0.1630879375868735,EM+CC,0.1
70,70,0.166459257915183,0.0,,,0.1705723953557452,2.775557561562892e-17,0.0,,,0.0,KMeans+CC,0.2
71,71,0.6233623956619538,0.0,,,0.659446619451898,1.1102230246251563e-16,0.0,,,1.1102230246251563e-16,KMeans+mean,0.2
72,72,0.6093725071268378,0.0,,,0.6371836020983096,0.0,0.0,,,1.1102230246251563e-16,KMeans+mode,0.2
73,73,0.6233623956619538,0.0,,,0.659446619451898,1.1102230246251563e-16,0.0,,,1.1102230246251563e-16,KMeans+median,0.2
74,74,0.0659801238220667,-3.687126725972914,0.5782595351881146,0.5931317130524711,0.657769961522243,0.0506369380010719,0.0991364281907308,0.0124766390131188,0.0194496055272082,0.1343827766661467,EM+CC,0.2
75,75,0.0664572410623607,0.0,,,0.1471229785633697,1.3877787807814457e-17,0.0,,,0.0,KMeans+CC,0.3
76,76,0.4734252087362828,0.0,,,0.5077554693570804,5.551115123125783e-17,0.0,,,1.1102230246251563e-16,KMeans+mean,0.3
77,77,0.4734252087362828,0.0,,,0.3759195612595604,5.551115123125783e-17,0.0,,,0.0,KMeans+mode,0.3
78,78,0.4734252087362828,0.0,,,0.4023238165022375,5.551115123125783e-17,0.0,,,0.0,KMeans+median,0.3
79,79,0.0296581954494805,-4.040710554527068,0.6995022652388527,0.7198696254044057,0.4255616909781556,0.0311223642653708,0.3210827577658087,0.0138764173310557,0.0296008721284741,0.1769512123566561,EM+CC,0.3
80,80,0.0274308414032505,0.0,,,-0.0216562489375859,0.0,0.0,,,3.469446951953614e-18,KMeans+CC,0.4
81,81,0.3635230945225481,0.0,,,0.2652176577340969,1.1102230246251563e-16,0.0,,,0.0,KMeans+mean,0.4
82,82,0.3530891410269781,0.0,,,0.2480866932602227,5.551115123125783e-17,0.0,,,2.775557561562892e-17,KMeans+mode,0.4
83,83,0.519318706460783,0.0,,,0.378882368191567,1.1102230246251563e-16,0.0,,,0.0,KMeans+median,0.4
84,84,0.0011067408781469,-5.170000071909103,0.7479802345267291,0.7419148695750082,0.2064704783973754,0.0153716403134479,0.5159478796053254,0.0294891830650473,0.0113824166740763,0.1472996338428942,EM+CC,0.4
85,85,0.0102706770473014,0.0,,,-0.0002831794617659,0.0,0.0,,,5.421010862427522e-20,KMeans+CC,0.5
86,86,0.3306900713601706,0.0,,,0.283136044136423,0.0,0.0,,,0.0,KMeans+mean,0.5
87,87,0.2282873334040243,0.0,,,0.2739182120425213,2.775557561562892e-17,0.0,,,5.551115123125783e-17,KMeans+mode,0.5
88,88,0.4724143876573866,0.0,,,0.404480063052033,0.0,0.0,,,0.0,KMeans+median,0.5
89,89,0.0021940285986039,-10.463873369390871,0.7946004112712788,0.7787856864733674,0.1631934721860072,0.0057013891088053,4.332038219168267,0.0188478714783468,0.013082461037679,0.1144365179295592,EM+CC,0.5
90,90,-0.0002175145094581,0.0,,,-0.0057481489846603,0.0,0.0,,,0.012740960994445,KMeans+CC,0.6
91,91,0.0925949579964527,0.0,,,0.0611023222622496,0.0,0.0,,,1.3877787807814457e-17,KMeans+mean,0.6
92,92,0.1784341757818996,0.0,,,0.1078578983914061,0.0,0.0,,,0.0,KMeans+mode,0.6
93,93,0.1322785114235039,0.0,,,0.0544238436567245,0.0,0.0,,,0.0,KMeans+median,0.6
94,94,-0.0059116878167668,-20.0,0.8556174224962401,0.8790920249446236,0.0975470748840779,0.0018930730467732,4.0,0.0534847758480942,0.0411113402634359,0.1255085731409559,EM+CC,0.6
95,95,0.0095580861865927,0.0,,,-0.0025733444055857,0.0,0.0,,,0.0129748788207114,KMeans+CC,0.7
96,96,0.0260949415994068,0.0,,,0.0412261664751498,6.938893903907228e-18,0.0,,,6.938893903907228e-18,KMeans+mean,0.7
97,97,0.1291390918915063,0.0,,,0.2346815548220968,2.775557561562892e-17,0.0,,,2.775557561562892e-17,KMeans+mode,0.7
98,98,0.0372784879991526,0.0,,,0.0588945235359283,6.938893903907228e-18,0.0,,,6.938893903907228e-18,KMeans+median,0.7
99,99,0.0005184341166322,-31.0,1.4676521329285932,1.6395320579328758,0.0513281160167036,0.0021984611005079,6.0,0.2749282707060699,0.3565343839177076,0.0406536303396641,EM+CC,0.7
100,100,-0.001598963304856,0.0,,,0.0089980859332914,0.0045167249070701,0.0,,,0.0225816870780688,KMeans+CC,0.8
101,101,0.0116842010039294,0.0,,,0.0152994388349595,0.0,0.0,,,3.469446951953614e-18,KMeans+mean,0.8
102,102,0.0497276431011557,0.0,,,0.0083172783518649,0.0,0.0,,,0.0,KMeans+mode,0.8
103,103,0.0166917157198992,0.0,,,0.0268972200424737,0.0,0.0,,,0.0,KMeans+median,0.8
104,104,0.0,-40.0,0.9892192818514296,0.9987039191368382,0.0,0.0,3.0,0.0,1.1102230246251563e-16,0.0,EM+CC,0.8
105,105,-0.0008462619225009,0.0,,,0.0016373834263283,0.0024568896364012,0.0,,,0.020766860082377,KMeans+CC,0.9
106,106,0.0121950952417621,0.0,,,0.0099058264073959,0.0,0.0,,,0.0,KMeans+mean,0.9
107,107,0.0049030699789955,0.0,,,0.0015222496986566,0.0,0.0,,,2.1684043449710093e-19,KMeans+mode,0.9
108,108,0.0174215646310888,0.0,,,-0.0087439297625115,0.0,0.0,,,0.0,KMeans+median,0.9
109,109,0.0,-60.0,1.55218558806239,1.4732309235682473,-0.0091436731309595,0.0,8.0,0.0,0.0,0.0,EM+CC,0.9
