,train_ARI,test_ARI,RMSE_test,loglike,RMSE_train,train_ARI_std,test_ARI_std,RMSE_test_std,loglike_std,RMSE_train_std,method,missing_rate
29,0.5764751930716545,0.5215751484584568,0.7685405602781772,0.20705020186301434,0.6800277487791456,0.08549987295803123,0.07692854587313255,0.021139967559938376,0.021799081985755718,0.01824407344893065,VBEM,0.4
30,0.5245610224813977,0.5009991639940341,0.7475064008673362,-3.6219021095998634,0.675706823477056,0.06723997603712964,0.0734774430767689,0.021900846752348296,0.11648032667044725,0.011747306848899228,EM,0.4
31,0.005451215517048481,0.28657677125112363,0.7462579445863937,-5.170000071909103,0.7298552280520069,0.017094814448384222,0.14556844141180356,0.013773957351259532,0.24299725129876848,0.019562399596711924,EM+CC,0.4
32,0.06566891384503948,0.11681978537657074,1.043052261449223,-5.550951025273351,0.9809235022144233,0.0869158775180748,0.15800543404060038,0.0,0.44171357051034366,1.1102230246251565e-16,EM+mean,0.4
33,0.1405701786096092,0.2878053723500966,1.0658363075525465,-5.103380854039023,1.0044830012408696,0.05822027937019125,0.13657920222096082,2.220446049250313e-16,0.2817294895776974,2.220446049250313e-16,EM+median,0.4
34,0.18305656022136754,0.22999474788756227,1.4537216404842221,-5.294035534012872,1.1043600391647161,0.09865882380478441,0.08718394026911347,0.0,0.27610005768824747,0.0,EM+mode,0.4
35,0.5559746146397562,0.5351981252662974,1.416690658660472,-3.7538621867026696,1.3201353132242652,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
36,0.4940132437360901,0.4756304479531154,0.6752710049802666,0.10653199224847934,0.6827595129749872,0.08753201775393868,0.11203349727555868,0.008653380363940429,0.028186756815622046,0.005363900750356458,VBEM,0.5
37,0.4626130609543294,0.4635064085527393,0.6805247332085467,-4.596623484813714,0.69316416815905,0.04533712880548034,0.07784944753918857,0.011714750258297704,2.1331476747026383,0.005201821240133864,EM,0.5
38,0.0016009431883758484,0.07867390638483306,0.7871793746313399,-10.463873369390871,0.7879807325185727,0.006130238731750694,0.08149303299707387,0.03756233499844633,6.311152474558615,0.024164506927581268,EM+CC,0.5
39,0.010870369961710194,0.004775982262349439,0.9825019810089349,-6.1865782922040236,1.0044498390848131,0.010908506728725929,0.007295433411660916,0.0,0.21384905159620246,0.0,EM+mean,0.5
40,0.03244789821444616,0.017146418759443133,1.0188866334142523,-6.162622696791122,1.0277955938222674,0.0496223263837076,0.05143925627832939,2.220446049250313e-16,0.31983985535632364,0.0,EM+median,0.5
41,0.045568909883685796,0.027366230344260212,1.3260496089933493,-6.307043913961814,1.2308170928761635,0.026747095229780634,0.08390696550922096,0.0,0.3091434104030584,0.0,EM+mode,0.5
42,0.4675889129008577,0.5245887741420199,1.5264162542943942,-3.9035122762673633,1.4452416005015802,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
43,0.4769921985741045,0.4959996798723811,0.710220484576497,-0.019130700699581726,0.7460827752155216,0.050607682646295504,0.06918848652941377,0.013380605153941138,0.16654547339707165,0.009498144495653754,VBEM,0.6
44,0.42774561619815643,0.46652174973956856,0.7195187215309183,-4.267093348787922,0.7462894416866829,0.061136092872113634,0.0645843468684696,0.013494013838799461,0.158941486746553,0.0035869313407103495,EM,0.6
45,-0.0020429250801906195,0.08332946618328091,0.8346973082665615,-24.56600729817211,0.8737404039464247,0.0021022974354308497,0.0792536922649615,0.011770714467176332,24.01805897730902,0.031013660187983173,EM+CC,0.6
46,0.00823324585163241,0.005550020095116887,0.9610441082307558,-6.795559200611831,0.9933193460525415,0.011275651937546677,0.016650060285350658,0.0,0.29721236845709775,0.0,EM+mean,0.6
47,0.008567687154606572,0.0,1.013855055491367,-6.613378559387272,1.022403264243549,0.008478281001002369,0.0,0.0,0.20819178163085697,0.0,EM+median,0.6
48,0.0024061567427028545,-0.001165952962472377,1.1738817191568764,-7.00355425215781,1.3920106113054573,0.00953585894001767,0.0028160469184879576,2.220446049250313e-16,0.3312807093261084,0.0,EM+mode,0.6
49,0.3087341079304252,0.3550555964900529,1.5219430846057316,-3.9826050247284677,1.485554867119936,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
50,0.32404515749717466,0.36909861544846423,0.8237862152892477,-0.25633662191368645,0.82549131002369,0.04102505956931315,0.08797703884790431,0.016198957773162756,0.15753902174516918,0.011517276255077986,VBEM,0.7
51,0.3479170410042198,0.40194374513304176,0.8346985850569221,-7.635609336486612,0.8346907173239828,0.03526277935627685,0.0657858084833535,0.013054702923249296,2.8275188695469122,0.006273434927440648,EM,0.7
52,0.0008974816103412145,0.05456422101349243,1.4400551529486085,-0.021657475490967693,1.627304276462746,0.0022529674710418195,0.04482082226923175,0.2428551230877618,0.006335433707907187,0.31636099480289026,EM+CC,0.7
53,-0.003993680030543607,0.0,1.019911161052223,-7.584975821285016,1.0301862014028687,0.0026882397296846875,0.0,0.0,0.5459573461643152,2.220446049250313e-16,EM+mean,0.7
54,-0.003395384872489418,0.0017471258907632928,1.015376285125276,-9.016002785360945,1.0430435757674859,0.004476055277886027,0.003778477356363829,0.0,2.621349984905363,0.0,EM+median,0.7
55,0.013048058117921101,0.040729269789698846,1.263497462472483,-7.5432947700793465,1.2027838677032052,0.026379137772993323,0.05801104022253002,2.220446049250313e-16,0.4197302149574771,0.0,EM+mode,0.7
56,0.17185736543363483,0.1120604653690577,1.4100807775241229,-4.725374006167617,1.423619947914498,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
57,0.13061638744754842,0.10349927801846173,0.9109252647793488,-1.3063637536893826,0.9367592998004529,0.02710608387437357,0.012626426614169906,0.01190460645444716,0.5130851177489487,0.007946043642430834,VBEM,0.8
58,0.1321129387764428,0.10190131495531654,0.9317817755078129,-7.8253344038061075,0.9343453715292867,0.028087707468939318,0.027217206688247734,0.008910118926379273,1.469642142430114,0.011839739124010498,EM,0.8
59,0.0,0.0,0.9892192818514296,0.0,0.9987039191368382,0.0,0.0,0.0,0.0,1.1102230246251565e-16,EM+CC,0.8
60,0.00176842522704674,0.0,1.0334112958940602,-9.244178503626394,1.0047333208935973,0.004375390433839774,0.0,0.0,1.8112562182284109,0.0,EM+mean,0.8
61,0.00492112332881657,-0.00023953199133999723,1.1107187246494308,-8.628677319376475,1.0340576082065847,0.006404276692712678,0.0004790639826799944,0.0,1.3015277153409968,0.0,EM+median,0.8
62,0.005721182806094127,-0.001372086731341553,1.764948163094165,-99.04964045069555,1.5109873712860948,0.008609018357478404,0.0026864065038465033,0.0,164.92371731403261,2.220446049250313e-16,EM+mode,0.8
63,0.013653993035579778,0.015530868765629192,1.3477041036277666,-6.23303046412499,1.3937985424736496,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
64,0.01935036706485376,-0.0015300893005347946,1.004267339722429,-2.991959856739988,0.9957999497405001,0.010260934889688315,0.015080800252049505,0.02939210710075785,1.3593379732797257,0.019933187496761005,VBEM,0.9
65,0.03572378764300235,0.004009786421113042,1.0030293925010594,-16.440140646131763,0.9979231679385802,0.019629769494040862,0.013816171290005654,0.014748326905337974,5.72980827965968,0.013537017689229158,EM,0.9
66,0.0,-0.00914367313095951,1.55218558806239,0.0,1.4732309235682473,0.0,0.0,0.0,0.0,0.0,EM+CC,0.9
67,0.010658645222322084,-0.004816518187859088,1.016091755448206,-606358472.7292647,1.0110154623272831,0.00567610193232641,0.009751151571605506,2.220446049250313e-16,1819075371.2953372,2.220446049250313e-16,EM+mean,0.9
68,0.012180960867896742,0.002526436671611082,1.1221148462100619,-14.634950487489103,1.0226751714856115,0.006186874111903054,0.009183144944669184,0.0,7.811076284642893,0.0,EM+median,0.9
69,0.015416529232563286,0.0009204204096874725,1.474752841078549,-474.8486686277758,1.2824921838108119,0.008112205184827422,0.006554835132059827,0.0,1338.2124631992401,2.220446049250313e-16,EM+mode,0.9
