,loglike,train_ARI,test_ARI,RMSE_test,RMSE_train,loglike_std,train_ARI_std,test_ARI_std,RMSE_test_std,RMSE_train_std,method,missing_rate
29,1.105393174590412,0.6640748691957777,0.6043004968516962,0.6736636197502562,0.6008570551869125,0.040458543279540696,0.12349175427245475,0.16984459314884984,0.013123385873296067,0.004762060709404399,VBEM,0.4
30,-4.157036035934893,0.49969123099283685,0.4298979701994782,0.6966553365644275,0.6317273403502117,2.7963052873530456,0.05742273604417427,0.04457053198928405,0.01967389681195379,0.015770115353929384,EM,0.4
31,-43.15259040801175,-0.0001333456036991021,0.15186388490646235,0.7322716622027385,0.7800133136806023,29.49559520839362,0.0016996977350742237,0.13533458663761963,0.07484901629166811,0.04051152254428383,EM+CC,0.4
32,-5.084584280040479,0.08047030493792781,0.07925499390655236,0.9953558129386233,1.0757505140655792,0.4414626961436633,0.07507707102720898,0.05321763363592548,0.0,2.220446049250313e-16,EM+mean,0.4
33,-4.887683762049191,0.16063546710177362,0.08024756914407276,1.0641351838041282,1.083947215003192,0.6265793522575398,0.11601024091121727,0.04924535885255598,0.0,0.0,EM+median,0.4
34,-5.199507594172904,0.17090699521287894,0.06106291662341494,1.396493872785884,1.4756598468732427,0.3958499541365397,0.09182974305751174,0.0313298364975327,0.0,2.220446049250313e-16,EM+mode,0.4
35,-2.943975107172803,0.5186226088238546,0.3932307692307692,1.6545259342034537,1.3019555873735722,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
36,0.9950270259882416,0.4807958522494751,0.35747077613264855,0.5766972311722176,0.5921264431961221,0.10496852342905519,0.06110655502501583,0.056216200486927145,0.025588627746845317,0.006789451649938315,VBEM,0.5
37,-3.0507275588557112,0.5098961735997198,0.42772212553930533,0.5975765588669153,0.6013610769541545,0.2622195371762358,0.029135484117504273,0.021512911209236246,0.01354867502682259,0.0060352408349348425,EM,0.5
38,-3640.864924952716,0.0021743204530105037,0.12256536994670535,0.8375285970592146,0.7631790326409871,6982.89417711289,0.0029919133200395653,0.08729757709139507,0.09192572381295828,0.043604960825634705,EM+CC,0.5
39,-5.53365104085785,0.03348823454049787,0.01520655303569048,0.8837961880503057,1.0296358282509748,0.5343808473644559,0.02584014440835245,0.029678107105483135,0.0,2.220446049250313e-16,EM+mean,0.5
40,-5.495192842175127,0.053885263481992476,0.06891969388447758,0.927761746119476,1.0491656131285645,0.21765902048241748,0.07059400553287001,0.09874354097238643,1.1102230246251565e-16,2.220446049250313e-16,EM+median,0.5
41,-5.7915546457747045,0.06163025177984931,0.05106501459905745,1.3586682720177918,1.3616053555191594,0.5692649154719257,0.039146779187473,0.06476542407499847,2.220446049250313e-16,0.0,EM+mode,0.5
42,-3.096620586468518,0.398758214511372,0.5538461538461539,1.253979883091476,1.3859850406742031,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
43,0.5607161702862011,0.46300163079124956,0.4776341417235745,0.6219685701967904,0.7272322704981435,0.487893454767473,0.0322223092342303,0.1507390900553547,0.06481369962703315,0.051024596982334545,VBEM,0.6
44,-166.53946601814786,0.41587756585200725,0.47810392170059146,0.6808508122169608,0.7781418826486874,230.4121166529809,0.04270047101436159,0.05925766308948241,0.05986585259165069,0.0517822423242046,EM,0.6
45,-0.006022957160567449,-2.7071166891962898e-05,0.07232573473823031,1.156614618800274,1.2944844243912448,0.0068970548812037095,0.00012290898107685495,0.03479247817613161,0.30042218569926077,0.49508928426835797,EM+CC,0.6
46,-8.29783315312015,0.004576817181264697,0.0,1.0195315444931154,1.0256562258422794,3.501307084112938,0.007670093358903616,0.0,2.220446049250313e-16,0.0,EM+mean,0.6
47,-34.69381215145977,0.002332397297213447,0.07061508721142495,1.08896015023358,1.0178699044701314,27.286384061391878,0.010151082523422839,0.08007742120912369,0.0,0.0,EM+median,0.6
48,-9.995469207162802,0.008769296403893725,-0.0017474402730375427,1.2385952092634256,1.4089123802909327,3.208536639067533,0.02013380417305574,0.005242320819112628,2.220446049250313e-16,2.220446049250313e-16,EM+mode,0.6
49,-4.06444666346981,0.27120687057405457,0.2683076923076923,1.5083979817266857,1.5370911482713907,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
50,-0.49880342343979267,0.25571815598990233,0.22600562995770793,0.8022245647106276,0.821218776549952,0.4895233843219041,0.0715802529389217,0.1398184893188229,0.016097063651779802,0.011240663531921016,VBEM,0.7
51,-96.05291845785334,0.30295068084846943,0.19962031261769045,0.867313409605222,0.8082433066799618,47.419272190699175,0.028987001616832885,0.07931760466641197,0.04202753137618844,0.017330601663486777,EM,0.7
52,0.0,0.0,0.0,0.9350928928455884,0.9880636172675153,0.0,0.0,0.0,0.0,1.1102230246251565e-16,EM+CC,0.7
53,-85621626.12767902,0.0019730682355090417,0.003073376872839032,1.0599295946536211,0.992589351313972,256864835.8468619,0.005804404549057103,0.009220130618517093,0.0,1.1102230246251565e-16,EM+mean,0.7
54,-9.272107727509372,0.0023733999594780777,0.003201933242712581,1.2692507072321335,0.9953368192703062,7.483100438649534,0.014996617471797502,0.009605799728137743,0.0,1.1102230246251565e-16,EM+median,0.7
55,-1219.6973079917657,-0.000909188595051683,-0.0003828361780188228,1.2831427015706818,1.346613463665212,2414.6250786356622,0.008068081901282786,0.0011485085340564682,0.0,0.0,EM+mode,0.7
56,-6.602047568115149,0.08853448529594889,0.16863406408094436,1.3536075805593022,1.3972252812322867,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
57,-6.049398782516522,0.09733279912345383,0.0833819431498076,0.9642828716248278,1.0407145849542252,3.098518129314488,0.08420757454190808,0.057078063095733836,0.1223751025392618,0.09889135082339436,VBEM,0.8
58,-131.9832050566682,0.1417281713035074,0.1569644739865108,0.9044279504647011,0.9615873541766586,169.27261651435964,0.03990081727893626,0.06449338984711295,0.10661044931682495,0.05995957544823393,EM,0.8
59,0.0,0.0,0.0,0.9211821053933115,1.0043650140024483,0.0,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,EM+CC,0.8
60,-1407.852617398848,0.02112891497178441,-0.0010680157391793142,0.9529548014400684,1.0297153910083137,3751.1808100887056,0.017720922701672047,0.0032040472175379428,0.0,2.220446049250313e-16,EM+mean,0.8
61,-26.27975532816871,0.015027997029830648,-0.00016382252559726964,1.040341576782169,1.0287169895641965,50.75058383042593,0.015518914565032906,0.0004914675767918089,2.220446049250313e-16,2.220446049250313e-16,EM+median,0.8
62,-1823.7575680205634,0.005356618388553358,0.004881133368506346,1.5791328602250316,1.4580503550187023,4966.823058119039,0.008273865160534563,0.011158932474882565,2.220446049250313e-16,0.0,EM+mode,0.8
63,-25.023827705870296,0.018265938995486865,-0.0016382252559726963,1.540992082487498,1.5899512562526494,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
64,-8.989406327713409,0.016808843007728495,0.006540675518596871,1.0262916139856813,1.0747871093093644,4.503342732030009,0.015590041823932251,0.00996398472101055,0.04464220115975716,0.0607975675851394,VBEM,0.9
65,-152.3371805385027,0.013179559818316486,0.004260439831676846,0.9951394108719404,1.0567925819709805,129.32947754673137,0.014219149076790385,0.010873792031517893,0.0258264310282875,0.03355929067906142,EM,0.9
66,0.0,0.0,0.0,0.9631176721467462,1.0054762444282195,0.0,0.0,0.0,1.1102230246251565e-16,0.0,EM+CC,0.9
67,-89.50232082423337,-0.0025447369313971726,0.0,1.231111525963776,1.0959986572932148,227.97466486953087,0.005703735199315294,0.0,0.0,2.220446049250313e-16,EM+mean,0.9
68,-600935.4392492645,0.0009159051973512573,0.0,1.2250985012226165,1.1533073602959865,1802753.6774483302,0.00507078357657654,0.0,0.0,0.0,EM+median,0.9
69,-450.991241211302,-0.003832265675158812,0.0,1.2250985012226165,1.3124439494551043,591.6042873455016,0.002061701757414633,0.0,0.0,0.0,EM+mode,0.9
