,test_ARI,train_ARI,RMSE_train,loglike,RMSE_test,test_ARI_std,train_ARI_std,RMSE_train_std,loglike_std,RMSE_test_std,method,missing_rate
29,0.5627123316059667,0.5534397101645812,0.4563627144610688,-20.148340585889557,0.4493607558863354,0.09041258065081569,0.08183538558948025,5.551115123125783e-17,0.1333317163242055,5.551115123125783e-17,EM+mode,0.4
30,0.6756462585034013,0.6095656237701692,0.5353771336693687,-10.701857978185114,0.5325975316493254,0.0,0.0,0.0,0.0,0.0,Gibbs,0.5
31,0.5702794583197333,0.5510064810467475,0.28208958129021733,-10.77225625218133,0.27945974839816434,0.08350570607376323,0.06383365890055652,0.005453385674245745,0.3071703199426042,0.006071159563369801,VBEM,0.5
32,0.6222054113584341,0.5940548294595392,0.2792485368016928,-10.447320113404132,0.27566330512052595,0.07873742115098306,0.0667640434872633,0.0015821494505976,0.07440449740812735,0.0027483701942807182,EM,0.5
33,0.6036598911933797,0.572322808327223,0.3761481329344193,-31.848895573334623,0.37619515376289303,0.10351497551586482,0.07842084608847127,5.551115123125783e-17,0.031964346297871676,0.0,EM+mean,0.5
34,0.5190439397791737,0.5315299831525365,0.45389515605019143,-18.807705257630666,0.4603564972661551,0.08588321287430181,0.07748616658574718,5.551115123125783e-17,0.09368929299178044,5.551115123125783e-17,EM+median,0.5
35,0.5388114720161654,0.5669465876521622,0.45389515605019143,-18.75944683771572,0.4603564972661551,0.06321155364834836,0.06281670316812683,5.551115123125783e-17,0.09420339397933737,5.551115123125783e-17,EM+mode,0.5
36,0.6522271369579056,0.644709096779293,0.5423392102402644,-8.702628099135765,0.5398614853660054,0.0,0.0,0.0,0.0,0.0,Gibbs,0.6
37,0.6261122613071975,0.6201552426926019,0.28112957753007983,-8.687788392555055,0.27588654316938366,0.056211319162061894,0.052869486605137316,0.005403603876012742,0.2510479200494381,0.006094395464835244,VBEM,0.6
38,0.6548815541290873,0.6311894444519804,0.28034638620849417,-8.529951818597336,0.27478025373622567,0.09246788427256687,0.07826686686855122,0.0008368777210756984,0.009749243967304144,0.001731503441660162,EM,0.6
39,0.6547953849855832,0.6471593095447961,0.3765435529988851,-33.009177551430284,0.37780484251937585,0.05997192157169646,0.0566681062220443,0.0,0.028580646797434734,0.0,EM+mean,0.6
40,0.5894726374131378,0.5780473302682733,0.4558648581395525,-16.906472993134656,0.4508027984276488,0.11508798818352219,0.10445130205072051,5.551115123125783e-17,0.08381068283764173,0.0,EM+median,0.6
41,0.588424087996344,0.5929724164540172,0.4558648581395525,-16.905052040536745,0.45562435588306693,0.10642562788584459,0.0946105707157983,5.551115123125783e-17,0.08990861283634448,5.551115123125783e-17,EM+mode,0.6
42,0.6100728505285608,0.6316090252635244,0.5377312067299715,-6.801841662244099,0.5185333438582128,0.0,0.0,0.0,0.0,0.0,Gibbs,0.7
43,0.55413559811269,0.5597531420340133,0.2870024722844707,-6.879037885272756,0.2848572261093879,0.05860559185306577,0.0644361551591807,0.007373420375748644,0.2351255743008343,0.007022293200999918,VBEM,0.7
44,0.5859554767615007,0.5864461037051214,0.291148070266838,-6.954010900524847,0.28811324230678165,0.04472868049954419,0.043841834660902544,0.001327899199550169,0.05072831678063957,0.001398856219521163,EM,0.7
45,0.5565514410051076,0.5463226189742428,0.3771332425253139,-33.45870624941992,0.3800655014274205,0.02927033395000661,0.030944848078944612,5.551115123125783e-17,0.011429661057008433,0.0,EM+mean,0.7
46,0.5151338143526784,0.5208576152534777,0.44995389650075357,-15.117000565420204,0.4644004390771041,0.06269427758562844,0.07206578316802846,0.0,0.04614564086836295,0.0,EM+median,0.7
47,0.5442593267977056,0.5124078391125463,0.4556827068889744,-14.555172594513143,0.4644004390771041,0.07404004177842376,0.07664346947865834,0.0,0.05834791835174036,0.0,EM+mode,0.7
48,0.6103971645085184,0.5698466869430431,0.5433311464901557,-4.931992248345139,0.5514386319985451,0.0,0.0,0.0,0.0,0.0,Gibbs,0.8
49,0.5616491043727772,0.5400078662753732,0.29372591659003794,-4.954814656202968,0.2956664768091091,0.04566838763698211,0.04091170771986536,0.00624423428895588,0.14856923086315385,0.005587918953150694,VBEM,0.8
50,0.3055083820752934,0.3055472139525122,0.3386609596971179,-5.96427649852531,0.34006282273724475,0.2695249369209657,0.2644618358824183,0.03857981334591815,0.8518968916982375,0.038762128409831176,EM,0.8
51,0.3081002661694225,0.32280879341824686,0.37726475092880024,-34.24973628610447,0.38405903280605613,0.24153306177427689,0.2471061420619227,0.0,3.72908365985555e-05,5.551115123125783e-17,EM+mean,0.8
52,0.48095079362893,0.48186829023518474,0.45433754806165527,-11.364607333874462,0.46346396901454234,0.0683782656322765,0.05754107367797923,5.551115123125783e-17,0.02339774997392631,0.0,EM+median,0.8
53,0.47301859432529303,0.48378346955274054,0.45433754806165527,-11.358742782936433,0.46346396901454234,0.07479763645907421,0.06061025913474532,5.551115123125783e-17,0.018227553931335086,0.0,EM+mode,0.8
54,0.5017785507246377,0.41659303138335774,0.5455671478470583,-2.8250284471467926,0.5520516592233442,0.0,0.0,0.0,0.0,0.0,Gibbs,0.9
55,0.5341649544754158,0.42954143812913753,0.31376624971067735,-2.7042301095139667,0.30694733777232064,0.000273832225926629,0.00842639854722315,0.0010064343352154943,0.022529801869136074,0.0010608128690867533,VBEM,0.9
56,0.0,0.0,0.3779907875721399,-3.378219184563585,0.3777741863328878,0.0,0.0,4.1059118095251154e-06,2.546327351927813e-05,3.305858335784953e-06,EM,0.9
57,0.010542593415838509,0.0062386590526251175,0.3779892974591662,-34.0433625191351,0.38936503220439656,0.03162778024751552,0.01871597715787535,5.551115123125783e-17,4.853743279668138e-07,5.551115123125783e-17,EM+mean,0.9
58,0.2746501865958055,0.2841976569401757,0.4602280271386866,-7.5670752414789915,0.4552535337047406,0.11949043618803051,0.0196052662922006,0.0,0.01279745059735372,0.0,EM+median,0.9
59,0.11876140633490292,0.2906188551154879,0.4650157712748735,-7.058321966969482,0.4674353881456071,0.06288407330358169,0.022446043489176806,0.0,0.011481647830693805,0.0,EM+mode,0.9
