,mpid,fname,sname,party,url
222,43043,James,Frith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43043
223,43306,Richard,Fuller,Con,https://www.publicwhip.org.uk/mp.php?mpid=43306
224,43034,Gill,Furniss,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43034
225,43412,Roger,Gale,Con,https://www.publicwhip.org.uk/mp.php?mpid=43412
226,42917,Barry,Gardiner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42917
227,43403,Allison,Gardner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43403
228,43140,Mark,Garnier,Con,https://www.publicwhip.org.uk/mp.php?mpid=43140
229,43399,Anna,Gelderd,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43399
230,43119,Alan,Gemmell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43119
231,43256,Andrew,George,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43256
232,42960,Gill,German,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42960
233,43187,Stephen,Gethins,SNP,https://www.publicwhip.org.uk/mp.php?mpid=43187
234,43036,Nusrat,Ghani,Con,https://www.publicwhip.org.uk/mp.php?mpid=43036
235,43340,Sarah,Gibson,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43340
236,43231,Tracy,Gilbert,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43231
237,43369,Preet Kaur,Gill,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43369
238,43258,Rachel,Gilmour,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43258
239,43305,Becky,Gittins,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43305
240,43168,John,Glen,Con,https://www.publicwhip.org.uk/mp.php?mpid=43168
241,43135,Mary,Glindon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43135
242,43312,Olly,Glover,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43312
243,42840,Marie,Goldman,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42840
244,43238,Ben,Goldsborough,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43238
245,42791,Tom,Gordon,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42791
246,42795,Jodie,Gosling,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42795
247,43236,Georgia,Gould,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43236
248,43028,John,Grady,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43028
249,43269,Helen,Grant,Con,https://www.publicwhip.org.uk/mp.php?mpid=43269
250,43420,Sarah,Green,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43420
251,43089,Lilian,Greenwood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43089
252,43276,Andrew,Griffith,Con,https://www.publicwhip.org.uk/mp.php?mpid=43276
253,42995,Nia,Griffith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42995
254,43245,Alison,Griffiths,Con,https://www.publicwhip.org.uk/mp.php?mpid=43245
255,43212,Andrew,Gwynne,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43212
256,43069,Amanda,Hack,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43069
257,43103,Louise,Haigh,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43103
258,43005,Sarah,Hall,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43005
259,43355,Fabian,Hamilton,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43355
260,43347,Paulette,Hamilton,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43347
261,43326,Claire,Hanna,SDLP,https://www.publicwhip.org.uk/mp.php?mpid=43326
262,43210,Monica,Harding,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43210
263,43153,Emma,Hardy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43153
264,42948,Carolyn,Harris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42948
265,42815,Rebecca,Harris,Con,https://www.publicwhip.org.uk/mp.php?mpid=42815
266,43114,Lloyd,Hatton,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43114
267,42988,Helen,Hayes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42988
268,43073,John,Hayes,Con,https://www.publicwhip.org.uk/mp.php?mpid=43073
269,43302,Tom,Hayes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43302
270,43161,Claire,Hazelgrove,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43161
271,43071,John,Healey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43071
272,43366,Mark,Hendrick,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43366
273,43017,Pippa,Heylings,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43017
274,42944,Meg,Hillier,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42944
275,43184,Chris,Hinchliff,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43184
276,43225,Jonathan,Hinder,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43225
277,43352,Damian,Hinds,Con,https://www.publicwhip.org.uk/mp.php?mpid=43352
278,43214,Simon,Hoare,Con,https://www.publicwhip.org.uk/mp.php?mpid=43214
279,43129,Wera,Hobhouse,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43129
280,42786,Sharon,Hodgson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42786
281,42972,Richard,Holden,Con,https://www.publicwhip.org.uk/mp.php?mpid=42972
282,43216,Kevin,Hollinrake,Con,https://www.publicwhip.org.uk/mp.php?mpid=43216
283,43100,Paul,Holmes,Con,https://www.publicwhip.org.uk/mp.php?mpid=43100
284,43233,Rachel,Hopkins,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43233
285,42987,Nigel,Huddleston,Con,https://www.publicwhip.org.uk/mp.php?mpid=42987
286,43027,Neil,Hudson,Con,https://www.publicwhip.org.uk/mp.php?mpid=43027
287,42958,Claire,Hughes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42958
288,43226,Alison,Hume,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43226
289,43093,Jeremy,Hunt,Con,https://www.publicwhip.org.uk/mp.php?mpid=43093
290,42818,Rupa,Huq,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42818
291,43096,Patrick,Hurley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43096
292,43362,Adnan,Hussain,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43362
293,43309,Imran,Hussain,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43309
294,43436,Imran,Hussain,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43436
295,42955,Leigh,Ingham,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42955
296,42984,Natasha,Irons,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42984
297,42986,Sally,Jameson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42986
298,42989,Christine,Jardine,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42989
299,42809,Dan,Jarvis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42809
300,42819,Liz,Jarvis,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42819
301,43220,Bernard,Jenkin,Con,https://www.publicwhip.org.uk/mp.php?mpid=43220
302,43067,Robert,Jenrick,Con,https://www.publicwhip.org.uk/mp.php?mpid=43067
303,43396,Terry,Jermy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43396
304,43254,Adam,Jogee,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43254
305,43083,Caroline,Johnson,Con,https://www.publicwhip.org.uk/mp.php?mpid=43083
306,43194,Diana R.,Johnson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43194
307,43064,Kim,Johnson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43064
308,42932,Clive,Jones,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42932
309,43246,Darren,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43246
310,43065,Gerald,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43065
311,42821,Lillian,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42821
312,43343,Louise,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43343
313,42907,Ruth,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42907
314,43008,Sarah,Jones,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43008
315,43314,Lincoln,Jopp,Con,https://www.publicwhip.org.uk/mp.php?mpid=43314
316,42867,Gurinder,Josan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42867
317,43325,Sojan,Joseph,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43325
318,43242,Warinder,Juss,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43242
319,43002,Chris,Kane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43002
320,43206,Mike,Kane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43206
321,43072,Satvir,Kaur,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43072
322,43199,Alicia,Kearns,Con,https://www.publicwhip.org.uk/mp.php?mpid=43199
323,42924,Liz,Kendall,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42924
324,43331,Afzal,Khan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43331
325,43424,Ayoub,Khan,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43424
326,43295,Naushabah,Khan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43295
327,42911,Stephen,Kinnock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42911
328,43228,Jayne,Kirkham,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43228
329,43388,Gen,Kitchen,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43388
330,43308,Paul,Kohler,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43308
331,43209,Danny,Kruger,Con,https://www.publicwhip.org.uk/mp.php?mpid=43209
332,43351,Sonia,Kumar,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43351
333,43257,Uma,Kumaran,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43257
334,43267,Peter,Kyle,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43267
335,43415,Laura,Kyrke-Smith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43415
336,43108,Ben,Lake,PC,https://www.publicwhip.org.uk/mp.php?mpid=43108
337,43345,Katie,Lam,Con,https://www.publicwhip.org.uk/mp.php?mpid=43345
338,43391,Peter,Lamb,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43391
339,43021,David,Lammy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43021
340,43041,John,Lamont,Con,https://www.publicwhip.org.uk/mp.php?mpid=43041
341,42783,Ian,Lavery,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42783
342,43009,Chris,Law,SNP,https://www.publicwhip.org.uk/mp.php?mpid=43009
343,43203,Noah,Law,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43203
344,43171,Kim,Leadbeater,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43171
345,43165,Graham,Leadbitter,SNP,https://www.publicwhip.org.uk/mp.php?mpid=43165
346,43281,Edward,Leigh,Con,https://www.publicwhip.org.uk/mp.php?mpid=43281
347,43157,Brian,Leishman,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43157
348,42790,Emma,Lewell-Buck,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42790
349,42930,Andrew,Lewin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42930
350,42850,Clive,Lewis,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42850
351,42966,Julian,Lewis,Con,https://www.publicwhip.org.uk/mp.php?mpid=42966
352,43229,Simon,Lightwood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43229
353,43004,Carla,Lockhart,DUP,https://www.publicwhip.org.uk/mp.php?mpid=43004
354,43243,Seamus,Logan,SNP,https://www.publicwhip.org.uk/mp.php?mpid=43243
355,43272,Rebecca,Long-Bailey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43272
356,43437,Rebecca,Long-Bailey,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43437
357,43232,Julia,Lopez,Con,https://www.publicwhip.org.uk/mp.php?mpid=43232
358,42900,Rupert,Lowe,Reform UK,https://www.publicwhip.org.uk/mp.php?mpid=42900
359,42807,Josh,MacAlister,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42807
360,43330,James,MacCleary,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43330
361,43070,Alice,Macdonald,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43070
362,43431,Angus,MacDonald,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43431
363,42954,Andy,MacNae,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42954
364,42921,Justin,Madders,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42921
365,43406,Ben,Maguire,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43406
366,43413,Helen,Maguire,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43413
367,43383,Shabana,Mahmood,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43383
368,43055,Alan,Mak,Con,https://www.publicwhip.org.uk/mp.php?mpid=43055
369,43011,Seema,Malhotra,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43011
370,43235,Kit,Malthouse,Con,https://www.publicwhip.org.uk/mp.php?mpid=43235
371,43033,Amanda,Martin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43033
372,42971,Mike,Martin,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42971
373,42957,Rachael,Maskell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42957
374,43376,Keir,Mather,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43376
375,43196,Brian,Mathew,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43196
376,42961,Alex,Mayer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42961
377,43130,Jerome,Mayhew,Con,https://www.publicwhip.org.uk/mp.php?mpid=43130
378,43259,Charlie,Maynard,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43259
379,42834,Douglas,McAllister,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42834
380,43053,Kerry,McCarthy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43053
381,43030,Martin,McCluskey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43030
382,42890,Siobhain,McDonagh,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42890
383,42826,Andy,McDonald,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42826
384,42909,Chris,McDonald,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42909
385,43192,John Martin,McDonnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43192
386,43439,John Martin,McDonnell,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43439
387,43152,Blair,McDougall,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43152
388,42796,Lola,McEvoy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42796
389,42933,Pat,McFadden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42933
390,42896,Alison,McGovern,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42896
391,43046,Alex,McIntyre,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43046
392,43092,Gordon,McKee,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43092
393,43237,Kevin,McKenna,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43237
394,42849,Catherine,McKinnell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42849
395,42979,Jim,McMahon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42979
396,43107,Anna,McMorrin,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43107
397,43430,James,McMurdock,Reform UK,https://www.publicwhip.org.uk/mp.php?mpid=43430
398,43023,Frank,McNally,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43023
399,43088,Kirsty,McNeill,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43088
400,43300,Esther,McVey,Con,https://www.publicwhip.org.uk/mp.php?mpid=43300
401,43077,Llinos,Medi,PC,https://www.publicwhip.org.uk/mp.php?mpid=43077
402,42802,Anneliese,Midgley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42802
403,43079,Ed,Miliband,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43079
404,43398,Calum,Miller,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43398
405,43407,John,Milne,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43407
406,42982,Julie,Minns,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42982
407,43090,Navendu,Mishra,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43090
408,43139,Andrew,Mitchell,Con,https://www.publicwhip.org.uk/mp.php?mpid=43139
409,43000,Abtisam,Mohamed,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43000
410,43402,Iqbal,Mohamed,Independent,https://www.publicwhip.org.uk/mp.php?mpid=43402
411,43202,Gagan,Mohindra,Con,https://www.publicwhip.org.uk/mp.php?mpid=43202
412,43141,Perran,Moon,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43141
413,43286,Robbie,Moore,Con,https://www.publicwhip.org.uk/mp.php?mpid=43286
414,43224,Layla,Moran,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43224
415,43124,Jessica,Morden,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43124
416,43379,Edward,Morello,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43379
417,43271,Helen,Morgan,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43271
418,43297,Stephen,Morgan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43297
419,42843,Grahame,Morris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42843
420,43111,Joe,Morris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43111
421,42974,Tom,Morrison,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42974
422,43423,Joy,Morrissey,Con,https://www.publicwhip.org.uk/mp.php?mpid=43423
423,42912,Wendy,Morton,Con,https://www.publicwhip.org.uk/mp.php?mpid=42912
424,43188,Kieran,Mullan,Con,https://www.publicwhip.org.uk/mp.php?mpid=43188
425,43160,Margaret,Mullane,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43160
426,43427,David,Mundell,Con,https://www.publicwhip.org.uk/mp.php?mpid=43427
427,43301,Tessa,Munt,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43301
428,43150,Luke,Murphy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43150
429,43390,Chris,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43390
430,43131,Ian,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43131
431,42842,James,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42842
432,43159,Katrina,Murray,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43159
433,43032,Susan,Murray,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43032
434,43409,Andrew,Murrison,Con,https://www.publicwhip.org.uk/mp.php?mpid=43409
435,42996,Luke,Myer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42996
436,42828,James,Naish,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42828
437,43190,Connor,Naismith,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43190
438,42875,Lisa,Nandy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42875
439,42833,Kanishka,Narayan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42833
440,42965,Pamela,Nash,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42965
441,42800,Josh,Newbury,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42800
442,43001,Samantha,Niblett,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43001
443,42910,Charlotte,Nichols,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42910
444,42892,Caroline,Nokes,Con,https://www.publicwhip.org.uk/mp.php?mpid=42892
445,43181,Jesse,Norman,Con,https://www.publicwhip.org.uk/mp.php?mpid=43181
446,42950,Alex,Norris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42950
447,43223,Dan,Norris,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43223
448,43029,Neil,O&#39;Brien,Con,https://www.publicwhip.org.uk/mp.php?mpid=43029
449,43417,Brendan,O&#39;Hara,SNP,https://www.publicwhip.org.uk/mp.php?mpid=43417
450,42883,Ben,Obese-Jecty,Con,https://www.publicwhip.org.uk/mp.php?mpid=42883
451,43290,Sarah,Olney,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43290
452,43012,Melanie,Onn,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43012
453,42787,Chi,Onwurah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42787
454,42794,Simon,Opher,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42794
455,43180,Abena,Oppong-Asare,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43180
456,42962,Kate,Osamor,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42962
457,42792,Kate,Osborne,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42792
458,43350,Tristan,Osborne,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43350
459,42872,Taiwo,Owatemi,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42872
460,42874,Sarah,Owen,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42874
461,43035,Darren,Paffey,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43035
462,43372,Andrew,Pakes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43372
463,43405,Priti,Patel,Con,https://www.publicwhip.org.uk/mp.php?mpid=43405
464,43039,Matthew,Patrick,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43039
465,43106,Rebecca,Paul,Con,https://www.publicwhip.org.uk/mp.php?mpid=43106
466,42991,Michael,Payne,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42991
467,42838,Stephanie,Peacock,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42838
468,42901,Jonathan,Pearce,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42901
469,43120,Matthew,Pennycook,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43120
470,43098,Toby,Perkins,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43098
471,43307,Manuela,Perteghella,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43307
472,43278,Jess,Phillips,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43278
473,42782,Bridget,Phillipson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42782
474,43044,Chris,Philp,Con,https://www.publicwhip.org.uk/mp.php?mpid=43044
475,43358,Al,Pinkerton,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43358
476,43426,David,Pinto-Duschinsky,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43426
477,43099,Lee,Pitcher,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43099
478,42823,Jo,Platt,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42823
479,43167,Luke,Pollard,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43167
480,43122,Joe,Powell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43122
481,43163,Lucy,Powell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43163
482,43031,Gregor,Poynton,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43031
483,42941,Peter,Prinsley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42941
484,43172,Mark,Pritchard,Con,https://www.publicwhip.org.uk/mp.php?mpid=43172
485,42922,Richard,Quigley,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42922
486,42913,Yasmin,Qureshi,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42913
487,42861,Steve,Race,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42861
488,42903,Shivani,Raja,Con,https://www.publicwhip.org.uk/mp.php?mpid=42903
489,43204,Adrian,Ramsay,Green,https://www.publicwhip.org.uk/mp.php?mpid=43204
490,43116,Connor,Rand,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43116
491,42837,Andrew,Ranger,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42837
492,43404,Jack,Rankin,Con,https://www.publicwhip.org.uk/mp.php?mpid=43404
493,42808,Angela,Rayner,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42808
494,43418,Mike,Reader,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43418
495,43414,David,Reed,Con,https://www.publicwhip.org.uk/mp.php?mpid=43414
496,43074,Steve,Reed,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43074
497,43013,Ellie,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43013
498,42822,Rachel,Reeves,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42822
499,43010,Joani,Reid,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43010
500,43419,Emma,Reynolds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43419
501,43239,Jonathan,Reynolds,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43239
502,43386,Joshua,Reynolds,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43386
503,43317,Martin,Rhodes,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43317
504,43078,Bell,Ribeiro-Addy,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43078
505,43147,Jake,Richards,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43147
506,43020,Jenny,Riddell-Carpenter,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43020
507,43363,Lucy,Rigby,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43363
508,42886,Marie,Rimmer,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42886
509,42926,Dave,Robertson,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42926
510,43182,Joe,Robertson,Con,https://www.publicwhip.org.uk/mp.php?mpid=43182
511,43175,Gavin,Robinson,DUP,https://www.publicwhip.org.uk/mp.php?mpid=43175
512,43268,Tim,Roca,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43268
513,42852,Matt,Rodda,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42852
514,42949,Ian,Roome,LDem,https://www.publicwhip.org.uk/mp.php?mpid=42949
515,42999,Andrew,Rosindell,Con,https://www.publicwhip.org.uk/mp.php?mpid=42999
516,42812,Sam,Rushworth,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42812
517,43311,Sarah,Russell,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43311
518,43110,Tom,Rutland,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43110
519,42939,Oliver,Ryan,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42939
520,43162,Anna,Sabine,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43162
521,43054,Sarah,Sackman,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43054
522,43222,Jeevun,Sandher,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43222
523,43378,Roz,Savage,LDem,https://www.publicwhip.org.uk/mp.php?mpid=43378
524,43109,Liz,Saville-Roberts,PC,https://www.publicwhip.org.uk/mp.php?mpid=43109
525,42810,Michelle,Scrogham,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42810
526,43057,Mark,Sewards,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43057
527,43349,Naseem,Shah,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43349
528,43151,Baggy,Shanker,Lab,https://www.publicwhip.org.uk/mp.php?mpid=43151
529,42929,Michael,Shanks,Lab,https://www.publicwhip.org.uk/mp.php?mpid=42929
