,rowid,date,voteno,Bill,mpid42782,mpid42783,mpid42784,mpid42785,mpid42786,mpid42787,mpid42788,mpid42789,mpid42790,mpid42791,mpid42792,mpid42793,mpid42794,mpid42795,mpid42796,mpid42797,mpid42798,mpid42799,mpid42800,mpid42801,mpid42802,mpid42803,mpid42804,mpid42805,mpid42806,mpid42807,mpid42808,mpid42809,mpid42810,mpid42811,mpid42812,mpid42813,mpid42814,mpid42815,mpid42817,mpid42818,mpid42819,mpid42820,mpid42821,mpid42822,mpid42823,mpid42824,mpid42825,mpid42826,mpid42827,mpid42828,mpid42829,mpid42830,mpid42831,mpid42832,mpid42833,mpid42834,mpid42835,mpid42836,mpid42837,mpid42838,mpid42839,mpid42840,mpid42841,mpid42842,mpid42843,mpid42844,mpid42845,mpid42846,mpid42847,mpid42848,mpid42849,mpid42850,mpid42851,mpid42852,mpid42853,mpid42854,mpid42855,mpid42856,mpid42857,mpid42858,mpid42859,mpid42860,mpid42861,mpid42862,mpid42863,mpid42864,mpid42865,mpid42866,mpid42867,mpid42868,mpid42869,mpid42870,mpid42871,mpid42872,mpid42873,mpid42874,mpid42875,mpid42876,mpid42877,mpid42878,mpid42879,mpid42880,mpid42881,mpid42882,mpid42883,mpid42884,mpid42885,mpid42886,mpid42887,mpid42888,mpid42889,mpid42890,mpid42891,mpid42892,mpid42893,mpid42894,mpid42895,mpid42896,mpid42897,mpid42898,mpid42899,mpid42900,mpid42901,mpid42902,mpid42903,mpid42904,mpid42905,mpid42907,mpid42908,mpid42909,mpid42910,mpid42911,mpid42912,mpid42913,mpid42914,mpid42915,mpid42916,mpid42917,mpid42918,mpid42919,mpid42920,mpid42921,mpid42922,mpid42923,mpid42924,mpid42925,mpid42926,mpid42927,mpid42928,mpid42929,mpid42930,mpid42931,mpid42932,mpid42933,mpid42934,mpid42935,mpid42936,mpid42937,mpid42938,mpid42939,mpid42940,mpid42941,mpid42942,mpid42943,mpid42944,mpid42945,mpid42946,mpid42947,mpid42948,mpid42949,mpid42950,mpid42951,mpid42952,mpid42953,mpid42954,mpid42955,mpid42956,mpid42957,mpid42958,mpid42959,mpid42960,mpid42961,mpid42962,mpid42963,mpid42964,mpid42965,mpid42966,mpid42967,mpid42968,mpid42969,mpid42970,mpid42971,mpid42972,mpid42973,mpid42974,mpid42975,mpid42976,mpid42977,mpid42978,mpid42979,mpid42980,mpid42981,mpid42982,mpid42983,mpid42984,mpid42985,mpid42986,mpid42987,mpid42988,mpid42989,mpid42990,mpid42991,mpid42992,mpid42993,mpid42994,mpid42995,mpid42996,mpid42997,mpid42998,mpid42999,mpid43000,mpid43001,mpid43002,mpid43003,mpid43004,mpid43005,mpid43006,mpid43007,mpid43008,mpid43009,mpid43010,mpid43011,mpid43012,mpid43013,mpid43014,mpid43015,mpid43016,mpid43017,mpid43018,mpid43019,mpid43020,mpid43021,mpid43022,mpid43023,mpid43024,mpid43025,mpid43026,mpid43027,mpid43028,mpid43029,mpid43030,mpid43031,mpid43032,mpid43033,mpid43034,mpid43035,mpid43036,mpid43037,mpid43038,mpid43039,mpid43040,mpid43041,mpid43042,mpid43043,mpid43044,mpid43045,mpid43046,mpid43047,mpid43048,mpid43049,mpid43050,mpid43051,mpid43052,mpid43053,mpid43054,mpid43055,mpid43056,mpid43057,mpid43058,mpid43059,mpid43060,mpid43061,mpid43062,mpid43063,mpid43064,mpid43065,mpid43066,mpid43067,mpid43068,mpid43069,mpid43070,mpid43071,mpid43072,mpid43073,mpid43074,mpid43075,mpid43076,mpid43077,mpid43078,mpid43079,mpid43080,mpid43081,mpid43082,mpid43083,mpid43084,mpid43085,mpid43086,mpid43087,mpid43088,mpid43089,mpid43090,mpid43091,mpid43092,mpid43093,mpid43094,mpid43095,mpid43096,mpid43097,mpid43098,mpid43099,mpid43100,mpid43101,mpid43102,mpid43103,mpid43106,mpid43107,mpid43108,mpid43109,mpid43110,mpid43111,mpid43112,mpid43114,mpid43115,mpid43116,mpid43117,mpid43118,mpid43119,mpid43120,mpid43121,mpid43122,mpid43123,mpid43124,mpid43125,mpid43126,mpid43127,mpid43128,mpid43129,mpid43130,mpid43131,mpid43132,mpid43133,mpid43134,mpid43135,mpid43136,mpid43137,mpid43138,mpid43139,mpid43140,mpid43141,mpid43142,mpid43143,mpid43144,mpid43145,mpid43146,mpid43147,mpid43148,mpid43149,mpid43150,mpid43151,mpid43152,mpid43153,mpid43154,mpid43155,mpid43156,mpid43157,mpid43158,mpid43159,mpid43160,mpid43161,mpid43162,mpid43163,mpid43164,mpid43165,mpid43166,mpid43167,mpid43168,mpid43169,mpid43170,mpid43171,mpid43172,mpid43173,mpid43174,mpid43175,mpid43176,mpid43177,mpid43178,mpid43179,mpid43180,mpid43181,mpid43182,mpid43183,mpid43184,mpid43185,mpid43186,mpid43187,mpid43188,mpid43189,mpid43190,mpid43191,mpid43192,mpid43193,mpid43194,mpid43195,mpid43196,mpid43197,mpid43198,mpid43199,mpid43200,mpid43201,mpid43202,mpid43203,mpid43204,mpid43205,mpid43206,mpid43208,mpid43209,mpid43210,mpid43211,mpid43212,mpid43213,mpid43214,mpid43215,mpid43216,mpid43217,mpid43218,mpid43219,mpid43220,mpid43221,mpid43222,mpid43223,mpid43224,mpid43225,mpid43226,mpid43227,mpid43228,mpid43229,mpid43230,mpid43231,mpid43232,mpid43233,mpid43234,mpid43235,mpid43236,mpid43237,mpid43238,mpid43239,mpid43240,mpid43241,mpid43242,mpid43243,mpid43244,mpid43245,mpid43246,mpid43247,mpid43248,mpid43249,mpid43250,mpid43251,mpid43252,mpid43253,mpid43254,mpid43255,mpid43256,mpid43257,mpid43258,mpid43259,mpid43261,mpid43262,mpid43263,mpid43264,mpid43265,mpid43266,mpid43267,mpid43268,mpid43269,mpid43270,mpid43271,mpid43272,mpid43273,mpid43274,mpid43275,mpid43276,mpid43277,mpid43278,mpid43279,mpid43280,mpid43281,mpid43282,mpid43283,mpid43284,mpid43285,mpid43286,mpid43287,mpid43288,mpid43289,mpid43290,mpid43291,mpid43292,mpid43293,mpid43294,mpid43295,mpid43296,mpid43297,mpid43298,mpid43299,mpid43300,mpid43301,mpid43302,mpid43303,mpid43304,mpid43305,mpid43306,mpid43307,mpid43308,mpid43309,mpid43310,mpid43311,mpid43312,mpid43313,mpid43314,mpid43315,mpid43316,mpid43317,mpid43318,mpid43319,mpid43320,mpid43321,mpid43322,mpid43323,mpid43324,mpid43325,mpid43326,mpid43327,mpid43328,mpid43329,mpid43330,mpid43331,mpid43332,mpid43333,mpid43334,mpid43335,mpid43336,mpid43337,mpid43338,mpid43339,mpid43340,mpid43341,mpid43342,mpid43343,mpid43344,mpid43345,mpid43346,mpid43347,mpid43348,mpid43349,mpid43350,mpid43351,mpid43352,mpid43353,mpid43354,mpid43355,mpid43356,mpid43357,mpid43358,mpid43359,mpid43360,mpid43361,mpid43362,mpid43363,mpid43364,mpid43365,mpid43366,mpid43367,mpid43368,mpid43369,mpid43370,mpid43371,mpid43372,mpid43373,mpid43374,mpid43375,mpid43376,mpid43377,mpid43378,mpid43379,mpid43380,mpid43381,mpid43382,mpid43383,mpid43384,mpid43385,mpid43386,mpid43387,mpid43388,mpid43389,mpid43390,mpid43391,mpid43392,mpid43394,mpid43395,mpid43396,mpid43397,mpid43398,mpid43399,mpid43400,mpid43401,mpid43402,mpid43403,mpid43404,mpid43405,mpid43406,mpid43407,mpid43408,mpid43409,mpid43410,mpid43411,mpid43412,mpid43413,mpid43414,mpid43415,mpid43416,mpid43417,mpid43418,mpid43419,mpid43420,mpid43421,mpid43422,mpid43423,mpid43424,mpid43425,mpid43426,mpid43427,mpid43428,mpid43429,mpid43430,mpid43431,mpid43432,mpid43433,mpid43434,mpid43435,mpid43436,mpid43437,mpid43438,mpid43439
0,38937,2025-05-22,206,Data (Use and Access) Bill [Lords] - Before Clause 138 - Requirement to make provision in relation to transparency of copyrighted works used in relation to AI models,2,-9,2,-9,-9,-9,2,2,-9,4,-9,-9,-9,-9,-9,-9,2,4,2,-9,2,2,-9,2,2,-9,-9,-9,-9,-9,2,2,2,4,-9,2,-9,2,-9,-9,2,-9,-9,2,2,2,-9,2,-9,2,2,2,4,-9,-9,-9,-9,4,2,-9,-9,-9,2,4,2,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,2,-9,4,2,2,4,-9,-9,2,-9,4,4,-9,-9,-9,-9,2,-9,2,-9,-9,-9,4,-9,4,4,-9,-9,-9,-9,2,-9,-9,2,-9,-9,2,2,-9,2,4,2,-9,2,-9,4,-9,2,-9,4,-9,2,-9,-9,-9,-9,2,-9,-9,-9,-9,4,2,-9,-9,-9,2,2,-9,2,2,2,2,-9,-9,-9,-9,4,2,2,2,-9,2,2,-9,2,-9,2,2,2,-9,-9,2,-9,4,-9,2,-9,2,2,2,-9,-9,-9,2,-9,-9,4,-9,-9,-9,-9,-9,-9,4,4,-9,-9,4,-9,-9,2,-9,-9,-9,2,-9,2,4,2,4,2,-9,-9,-9,-9,-9,2,2,2,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,-9,2,2,-9,2,-9,4,4,2,2,2,-9,2,-9,2,4,2,-9,-9,4,-9,2,4,2,2,-9,-9,-9,4,2,2,-9,2,2,4,4,2,4,-9,2,-9,-9,4,2,2,4,2,2,-9,2,4,-9,-9,-9,-9,2,2,-9,-9,2,-9,-9,2,4,2,2,2,4,-9,-9,4,-9,2,4,4,4,4,2,-9,2,-9,-9,2,4,-9,-9,2,-9,-9,2,-9,2,-9,2,-9,2,4,4,-9,2,2,-9,2,-9,-9,-9,2,2,-9,2,-9,-9,2,-9,-9,-9,-9,4,2,2,-9,2,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,2,2,2,-9,-9,2,-9,4,2,2,2,2,2,2,-9,2,4,-9,2,2,4,-9,-9,-9,4,-9,-9,-9,-9,-9,2,-9,2,-9,4,2,2,4,4,-9,4,2,-9,2,-9,2,-9,4,-9,2,4,4,4,-9,4,-9,-9,-9,2,-9,4,4,-9,2,2,-9,4,-9,2,-9,2,4,-9,-9,2,4,2,-9,-9,-9,-9,1,-9,-9,2,2,4,-9,2,2,-9,4,4,2,-9,2,4,2,-9,-9,4,2,-9,-9,-9,2,-9,-9,2,4,5,4,4,2,2,2,-9,2,-9,-9,4,4,-9,2,4,-9,-9,-9,-9,-9,-9,-9,4,-9,-9,4,-9,4,-9,2,4,-9,4,5,-9,-9,-9,-9,-9,2,4,-9,-9,-9,-9,-9,-9,4,4,-9,4,-9,4,-9,-9,2,-9,-9,-9,-9,4,4,-9,-9,4,-9,-9,-9,4,2,4,2,4,-9,-9,4,4,2,-9,4,4,-9,2,2,-9,4,-9,2,-9,-9,2,2,4,-9,-9,-9,2,2,4,-9,2,-9,-9,-9,4,-9,2,2,-9,-9,-9,-9,2,4,4,4,1,-9,4,4,2,2,-9,-9,4,4,4,-9,2,2,2,2,2,2,-9,-9,-9,4,-9,-9,-9,-9,-9,4,-9,4,4,4,4,-9,4,-9,4,-9,-9,-9,-9,-9,-9,-9,4,-9,4,-9,-9,2,-9,-9,4,4,-9,-9,4,-9,-9,-9,-9,4,4
1,38935,2025-05-21,205,Immigration,4,-9,4,4,-9,-9,4,4,-9,-9,4,-9,-9,4,-9,-9,4,2,4,-9,4,5,4,4,4,-9,-9,-9,-9,-9,4,4,4,2,4,4,-9,4,-9,-9,4,-9,-9,4,-9,4,4,4,-9,-9,4,4,2,-9,4,-9,-9,-9,4,4,-9,-9,4,2,4,-9,-9,4,4,-9,-9,4,4,4,4,-9,4,-9,4,4,1,-9,2,4,-9,-9,-9,4,-9,-9,4,4,-9,4,-9,4,-9,4,2,-9,2,2,2,-9,4,4,-9,4,4,-9,-9,4,4,-9,4,4,-9,-9,4,-9,2,-9,-9,4,-9,-9,4,4,-9,-9,-9,4,-9,4,2,-9,-9,4,-9,-9,4,4,4,2,4,-9,4,4,-9,-9,-9,-9,4,-9,4,4,4,4,4,-9,4,-9,4,4,4,-9,-9,-9,-9,4,4,4,-9,4,4,-9,-9,4,-9,4,-9,4,2,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,4,4,-9,4,4,4,4,2,4,-9,4,-9,-9,-9,4,-9,4,4,-9,-9,4,4,-9,4,-9,4,4,-9,-9,4,-9,4,4,-9,4,4,2,-9,-9,-9,-9,-9,4,-9,4,-9,-9,2,-9,2,4,4,-9,4,4,-9,-9,4,2,4,-9,2,4,4,2,-9,4,-9,2,4,-9,4,-9,4,4,2,4,4,-9,4,-9,-9,-9,4,4,4,4,-9,4,4,-9,-9,4,2,-9,4,4,4,-9,-9,2,-9,4,2,-9,-9,-9,4,-9,-9,4,2,4,-9,-9,2,4,-9,-9,4,2,4,-9,4,2,4,4,4,4,4,4,4,4,-9,-9,-9,4,-9,-9,4,-9,4,4,-9,4,4,-9,1,4,4,-9,-9,4,4,-9,4,2,-9,-9,-9,-9,-9,4,4,-9,4,4,4,-9,-9,-9,4,-9,4,4,4,4,4,4,-9,4,-9,-9,4,4,2,-9,-9,4,2,-9,4,-9,-9,4,4,-9,-9,-9,-9,4,4,2,2,4,2,4,4,4,-9,4,-9,2,-9,4,2,2,-9,2,2,-9,4,-9,4,-9,2,-9,2,4,4,-9,-9,-9,4,-9,4,2,4,4,4,-9,4,4,-9,-9,-9,4,4,2,4,4,2,-9,4,4,-9,-9,-9,4,-9,4,2,-9,4,2,-9,4,-9,-9,-9,4,-9,-9,4,-9,-9,2,-9,4,4,-9,-9,4,-9,2,-9,-9,-9,4,-9,-9,2,-9,4,2,4,-9,-9,-9,-9,-9,-9,2,4,4,-9,2,2,-9,-9,-9,-9,4,4,4,2,-9,-9,4,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9,4,4,-9,-9,-9,-9,2,4,-9,4,4,-9,2,2,4,-9,4,2,-9,-9,-9,-9,4,-9,-9,-9,2,4,4,4,2,4,4,-9,-9,4,-9,2,-9,4,-9,4,4,-9,-9,-9,2,-9,-9,2,-9,4,4,-9,-9,-9,4,4,2,2,2,5,-9,-9,-9,4,4,4,-9,2,-9,-9,-9,4,4,-9,4,-9,4,-9,4,-9,-9,-9,-9,-9,4,4,2,2,-9,-9,2,2,2,4,2,-9,2,4,2,4,-9,-9,-9,2,4,2,-9,-9,4,-9,4,2,2,-9,-9,4,-9,-9,-9,-9,4,4
2,38936,2025-05-21,204,Business and the Economy,-9,-9,4,4,-9,-9,4,4,-9,-9,4,-9,-9,4,-9,-9,4,2,4,-9,4,5,4,-9,4,-9,-9,-9,-9,-9,4,4,4,2,4,4,-9,4,-9,-9,4,-9,-9,4,4,4,4,4,-9,-9,4,4,2,-9,4,4,-9,-9,-9,4,-9,-9,4,2,4,-9,-9,4,4,4,-9,4,4,4,4,-9,4,-9,4,4,1,-9,2,4,-9,-9,-9,4,-9,-9,4,4,-9,4,-9,4,-9,-9,2,-9,2,2,2,-9,-9,4,-9,4,4,-9,-9,4,4,4,4,-9,4,-9,4,-9,2,2,4,4,-9,-9,4,4,2,-9,-9,4,4,4,2,-9,-9,4,-9,-9,4,4,4,2,4,-9,4,4,-9,-9,-9,-9,-9,-9,4,4,4,4,4,-9,4,-9,4,4,4,-9,-9,-9,4,-9,4,4,-9,4,4,4,4,4,-9,4,-9,4,2,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,4,4,-9,4,4,4,4,2,4,-9,4,-9,-9,-9,4,-9,4,4,-9,2,4,4,-9,4,-9,4,4,-9,-9,-9,-9,4,4,4,4,4,2,-9,-9,-9,-9,-9,4,-9,4,-9,-9,2,-9,2,-9,4,-9,4,4,-9,-9,4,2,4,-9,2,4,4,2,-9,4,2,2,4,-9,4,-9,4,4,2,4,4,-9,4,-9,-9,-9,4,4,4,4,2,4,-9,-9,-9,4,2,-9,4,4,-9,-9,-9,2,-9,4,2,-9,-9,-9,4,-9,-9,4,2,4,-9,-9,2,4,-9,-9,4,-9,4,4,-9,2,4,-9,-9,4,4,4,4,4,-9,-9,-9,-9,-9,-9,4,-9,4,4,-9,4,4,-9,1,4,4,4,-9,4,4,-9,4,2,-9,-9,-9,-9,-9,4,-9,-9,4,4,4,-9,-9,-9,4,-9,4,4,4,4,4,4,-9,4,-9,-9,4,-9,2,-9,-9,4,2,-9,4,-9,-9,4,4,-9,-9,-9,-9,4,4,2,2,-9,2,4,4,4,-9,4,-9,2,-9,4,2,2,-9,-9,2,-9,-9,-9,4,-9,2,-9,2,4,4,-9,-9,-9,4,-9,4,2,4,4,4,-9,4,4,-9,-9,-9,4,4,2,4,4,2,-9,4,4,-9,-9,-9,4,-9,4,2,-9,4,2,-9,4,-9,-9,-9,4,-9,-9,4,-9,-9,2,-9,4,4,4,-9,-9,-9,2,-9,-9,-9,4,-9,-9,2,-9,4,2,4,2,-9,-9,-9,-9,-9,2,4,4,-9,2,2,-9,-9,-9,-9,-9,4,4,2,-9,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,-9,-9,-9,-9,2,4,-9,-9,4,-9,2,2,4,-9,4,2,-9,-9,-9,-9,4,-9,-9,-9,2,4,4,4,2,4,4,-9,-9,4,-9,2,-9,4,-9,4,4,-9,-9,-9,2,2,4,2,-9,4,4,-9,-9,-9,4,4,2,2,2,5,-9,-9,-9,4,4,4,-9,2,-9,-9,4,4,4,-9,4,-9,4,2,4,-9,-9,-9,-9,-9,-9,4,2,2,-9,-9,2,2,2,-9,2,-9,2,4,2,-9,-9,-9,-9,2,-9,2,-9,-9,-9,-9,4,2,2,-9,-9,4,4,-9,-9,-9,4,4
3,38932,2025-05-16,203,Terminally Ill Adults (End of Life) Bill - New Clause 10 - No obligation to provide assistance etc,2,-9,4,4,-9,2,4,4,2,4,4,2,4,4,2,2,2,2,2,2,2,-9,-9,4,4,-9,-9,4,2,2,2,-9,4,2,4,2,4,4,2,-9,4,-9,4,-9,2,3,4,4,4,2,2,2,2,-9,4,2,2,4,2,4,-9,4,4,4,4,4,2,-9,4,2,-9,-9,-9,2,2,2,4,-9,4,4,2,-9,-9,-9,2,2,-9,4,2,2,4,5,-9,2,2,2,-9,-9,2,4,2,2,-9,2,-9,4,2,2,4,-9,2,4,-9,4,-9,-9,2,2,4,-9,2,2,4,1,4,2,-9,4,-9,-9,4,4,2,2,4,4,4,2,2,-9,4,2,2,2,2,2,4,2,4,-9,-9,4,4,4,4,4,4,4,4,2,2,4,2,4,-9,4,4,4,4,-9,4,2,2,2,4,4,4,4,2,4,4,4,2,-9,4,4,2,4,2,4,-9,-9,2,4,-9,2,2,4,2,4,4,2,2,2,2,4,4,4,-9,2,4,2,2,4,2,2,-9,4,4,4,2,4,-9,2,-9,-9,-9,2,4,4,4,4,-9,4,2,5,4,-9,-9,2,-9,4,2,2,2,2,2,4,4,4,4,2,-9,2,2,4,2,2,4,2,4,4,2,4,-9,2,4,-9,4,4,4,2,4,4,-9,4,4,2,-9,4,-9,4,4,2,-9,4,4,-9,2,2,4,4,-9,2,2,-9,2,4,4,2,4,4,4,2,4,4,4,2,2,-9,-9,2,2,2,4,4,2,4,4,-9,2,4,2,4,4,4,4,4,4,-9,2,4,4,4,2,4,4,4,4,2,2,4,4,2,-9,-9,4,4,2,2,-9,-9,4,4,4,2,2,4,2,-9,4,4,-9,4,4,2,2,4,4,4,-9,2,2,2,4,4,4,4,-9,2,4,2,4,2,4,2,2,2,2,-9,2,-9,4,2,-9,-9,4,4,2,2,-9,2,2,4,4,-9,4,4,2,2,4,2,4,4,2,2,4,4,4,2,2,2,2,4,2,4,2,-9,-9,2,4,-9,-9,4,4,4,4,-9,4,2,4,4,4,4,2,4,4,4,4,4,-9,-9,2,4,4,-9,2,2,-9,4,2,4,4,4,-9,-9,2,2,4,2,4,4,2,2,2,4,4,4,4,4,2,2,4,-9,4,2,4,-9,3,4,4,-9,2,4,2,4,4,2,2,2,4,2,2,4,4,2,-9,2,-9,4,2,-9,4,4,2,4,4,-9,4,2,-9,4,4,4,2,-9,-9,-9,-9,2,2,-9,2,4,-9,4,2,-9,2,2,4,4,2,2,4,4,-9,4,4,-9,2,4,2,4,4,4,2,2,-9,-9,2,4,4,2,2,2,-9,4,-9,2,2,2,2,2,4,4,4,-9,4,4,-9,-9,4,2,2,2,2,4,-9,4,3,-9,4,2,2,2,4,4,2,4,2,4,2,4,4,2,4,2,-9,4,4,-9,2,2,2,2,4,4,4,-9,2,-9,-9,4,2,4,-9,-9,2,4,4,2,-9,1,2,2,2,2,4,2,2,2,2,2,2,-9,2,-9,2,4
4,38931,2025-05-16,202,Terminally Ill Adults (End of Life) Bill - New Clause 10 - No obligation to provide assistance etc,4,-9,2,2,-9,4,2,-9,4,2,2,-9,2,2,4,4,2,4,4,2,4,-9,-9,2,2,-9,-9,2,4,4,4,-9,2,4,2,4,2,2,4,-9,2,-9,2,-9,4,2,2,2,4,4,-9,4,4,-9,2,4,4,2,4,2,4,2,2,4,2,2,4,-9,2,4,-9,-9,-9,4,4,4,2,-9,2,2,4,-9,-9,-9,4,4,-9,2,4,4,2,1,-9,4,4,4,-9,-9,4,2,4,4,-9,4,-9,2,4,4,2,-9,4,2,-9,2,4,2,4,4,2,4,-9,4,2,5,2,4,-9,2,-9,-9,2,2,4,4,2,2,2,4,4,-9,2,4,2,4,4,4,2,4,2,-9,-9,2,2,2,2,2,2,2,2,4,4,2,4,2,-9,2,2,2,2,-9,2,4,4,4,2,2,2,2,4,2,2,2,4,-9,2,2,4,2,-9,2,-9,-9,4,2,-9,2,4,2,4,2,2,4,4,4,4,2,2,2,-9,4,2,2,2,2,4,4,-9,2,2,2,4,2,-9,4,2,-9,-9,4,2,2,2,2,-9,2,4,1,2,-9,-9,4,-9,2,4,4,4,4,4,2,2,2,3,4,-9,4,4,4,4,4,2,4,2,2,2,2,-9,4,2,2,2,2,2,-9,2,2,-9,4,2,4,-9,2,-9,2,2,4,-9,2,2,-9,4,4,2,2,-9,2,4,-9,4,2,2,4,2,2,2,4,2,2,2,4,4,-9,-9,4,4,4,2,2,4,2,2,-9,4,2,2,2,2,2,2,2,2,-9,4,2,2,2,4,2,2,2,2,4,4,2,2,4,2,-9,2,2,4,4,-9,-9,2,2,2,4,4,2,4,-9,2,2,2,2,2,4,4,2,2,2,-9,4,4,4,2,2,2,2,-9,4,2,4,2,4,2,4,4,4,4,-9,4,-9,2,4,-9,-9,2,2,4,4,-9,-9,4,2,2,-9,2,2,4,4,2,4,2,2,4,4,2,2,2,4,4,4,4,2,4,2,4,-9,-9,4,2,-9,-9,2,2,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2,-9,-9,4,2,2,-9,4,4,4,2,4,2,2,2,-9,-9,4,4,2,4,2,2,4,4,2,2,2,2,2,2,4,4,2,-9,2,4,2,-9,4,2,2,-9,4,2,4,2,2,4,4,4,2,4,4,2,2,4,-9,4,-9,2,4,-9,2,2,2,2,2,-9,2,4,-9,2,2,2,4,4,-9,-9,4,5,2,-9,4,2,4,2,4,-9,4,4,2,2,-9,4,2,2,-9,2,2,-9,4,2,4,2,2,2,4,4,-9,-9,4,2,2,4,4,4,-9,2,-9,4,4,4,4,4,2,2,2,-9,2,2,-9,-9,2,-9,4,4,4,2,4,2,2,-9,2,4,4,4,2,2,4,2,4,2,4,2,2,4,4,4,-9,2,2,-9,4,4,4,4,2,2,2,-9,4,-9,-9,2,4,2,-9,-9,4,2,2,4,-9,4,4,4,4,4,2,4,4,4,4,4,4,-9,4,-9,4,2
5,38941,2025-05-14,201,Data (Use and Access) Bill [Lords] - Clause 140 - Data Dictionary,-9,2,2,-9,2,-9,2,2,2,2,2,-9,2,2,2,4,-9,-9,2,-9,-9,2,2,2,2,2,-9,-9,2,-9,2,2,2,4,2,2,2,2,-9,-9,2,2,-9,2,-9,2,-9,-9,2,-9,2,-9,4,-9,2,-9,2,2,2,2,2,-9,2,4,-9,2,-9,-9,2,-9,-9,2,2,2,2,-9,2,2,-9,2,4,-9,4,2,2,-9,-9,2,2,-9,2,2,-9,2,4,-9,-9,-9,4,2,4,-9,4,2,2,2,4,2,2,-9,2,-9,-9,2,2,2,2,-9,2,-9,4,-9,-9,2,2,2,2,2,4,2,-9,2,-9,-9,4,2,2,2,2,2,-9,2,2,-9,2,2,2,2,-9,-9,2,2,2,2,2,2,2,2,2,-9,2,2,2,2,2,2,2,2,-9,2,2,-9,4,2,2,2,2,2,2,2,2,2,4,-9,-9,2,-9,2,5,4,2,-9,2,-9,4,2,2,2,2,2,2,2,2,4,-9,2,2,2,-9,-9,2,2,2,2,-9,4,2,2,2,2,-9,2,2,-9,-9,-9,2,2,2,-9,2,2,4,2,-9,2,2,-9,2,2,-9,2,2,4,2,-9,-9,2,2,2,2,2,-9,2,4,2,2,4,2,2,-9,2,2,4,-9,2,2,2,4,-9,2,4,2,2,2,2,2,2,2,2,2,1,2,4,-9,2,2,-9,2,4,-9,2,-9,2,2,-9,4,2,2,4,2,2,2,2,-9,2,2,-9,-9,4,-9,4,2,4,2,2,4,-9,2,-9,4,2,2,-9,2,2,2,2,2,-9,2,2,2,2,-9,-9,2,2,2,2,2,2,-9,4,2,-9,-9,-9,2,2,-9,-9,-9,4,2,-9,2,2,2,-9,2,2,-9,2,2,2,-9,-9,2,2,2,2,-9,2,2,2,2,-9,-9,2,-9,4,2,-9,2,4,-9,2,-9,-9,2,-9,2,2,4,4,-9,2,4,4,2,4,2,2,2,-9,2,-9,4,-9,2,4,4,2,4,4,2,-9,2,2,2,4,2,-9,2,2,4,2,4,2,2,2,4,2,2,-9,2,-9,-9,2,2,2,2,-9,4,2,2,4,2,2,2,-9,2,-9,2,-9,2,4,-9,2,4,2,2,2,-9,4,-9,-9,-9,2,-9,2,4,-9,2,2,2,1,2,2,4,-9,2,-9,2,4,2,-9,2,2,4,-9,4,2,4,2,-9,4,4,2,2,-9,-9,4,2,4,2,-9,-9,2,-9,4,2,2,-9,-9,2,-9,2,-9,-9,2,2,2,-9,4,2,-9,2,2,4,-9,4,2,-9,2,2,-9,4,-9,-9,2,2,4,2,2,-9,2,2,2,4,2,-9,-9,-9,2,5,2,2,-9,2,2,2,4,2,2,-9,2,2,-9,4,2,4,-9,-9,4,2,2,2,-9,-9,-9,-9,2,4,4,4,2,2,-9,-9,2,2,2,-9,4,2,-9,-9,2,-9,-9,2,2,2,-9,2,4,2,2,2,-9,-9,-9,4,-9,2,2,-9,4,4,-9,-9,-9,4,2,4,2,2,-9,2,4,2,4,-9,-9,2,4,2,4,4,-9,4,2,2,2,2,2,2,2
